Sim_No.,1:V__TIMP.bsn,2:V__SFTMP.bsn,3:V__SMTMP.bsn,4:V__SMFMN.bsn,5:V__SMFMX.bsn,6:V__SNOCOVMX.bsn,7:V__SURLAG.bsn,8:V__ADJ_PKR.bsn,9:V__EVRCH.bsn,10:V__TRNSRCH.bsn,11:V__GW_DELAY.gw,12:V__GWQMN.gw,13:V__ALPHA_BF.gw,14:V__REVAPMN.gw,15:V__GW_REVAP.gw,16:V__RCHRG_DP.gw,17:V__GW_SPYLD.gw,18:V__LAT_TTIME.hru,19:V__OV_N.hru,20:V__SLSUBBSN.hru,21:R__HRU_SLP.hru,22:V__SLSOIL.hru,23:V__ESCO.hru,24:V__CH_N2.rte,25:V__CH_K2.rte,26:V__ALPHA_BNK.rte,27:R__CH_WDR.rte,28:R__CH_D.rte,29:R__CH_W2.rte,30:R__CH_L2.rte,31:R__CH_S2.rte,32:V__SOL_K(..).sol,33:V__SOL_BD(..).sol,34:V__ELEVB(..).sub,35:R__CH_L1.sub,36:R__CH_S1.sub,37:R__CH_W1.sub,38:V__CH_N1.sub,39:V__CH_K1.sub,40:V__PLAPS.sub,41:V__CN2.mgt,42:V__RAINHHMX(..).wgn,43:V__RAINHHMX(..).wgn,44:V__RAINHHMX(..).wgn,45:V__RAINHHMX(..).wgn,46:V__RAINHHMX(..).wgn,47:V__RAINHHMX(..).wgn,48:V__RAINHHMX(..).wgn,49:V__RAINHHMX(..).wgn,50:V__RAINHHMX(..).wgn,51:V__RAINHHMX(..).wgn,52:V__RAINHHMX(..).wgn,53:V__RAINHHMX(..).wgn,54:V__BIOMIX.mgt,NSE,bR2,D
191,0.2488,0.56625,0.97075,0.11325,0.57075,0.38125,0.635248434,0.586733333,0.7908,0.3033,0.22825,0.51175,0.1363,0.86575,0.366111111,0.4678,0.65525,0.77875,0.255248416,0.49725,0.17274,0.28175,0.8773,0.33483871,0.491749965,0.2368,0.554749499,0.209759519,0.676252505,0.596753507,0.843246493,0.77775,0.36725,0.05975,0.02574,0.48974,0.05676,0.974251417,0.86025,0.46075,0.783249206,0.5912504,0.6382504,0.8552504,0.9697504,0.4697504,0.6762504,0.6707504,0.7972504,0.3177504,0.8392504,0.6012504,0.4652504,0.3783,0.364763,0.352369898,0.704914798
192,0.1523,0.27375,0.07775,0.88625,0.22875,0.99525,0.209749478,0.104733333,0.7568,0.6547,0.32875,0.36525,0.8037,0.81975,0.462222222,0.1637,0.79225,0.49175,0.12225075,0.15225,0.77426,0.69825,0.6327,0.999677419,0.373249935,0.7598,0.653246493,0.444248497,0.283747495,0.217755511,0.210240481,0.24775,0.61025,0.54475,0.25376,0.23776,0.99476,0.001750584,0.96725,0.86325,0.453250794,0.8002504,0.2297504,0.0442504,0.2907504,0.6302504,0.4777504,0.4572504,0.9882504,0.0637504,0.6877504,0.4912504,0.5632504,0.0747,-0.347051,0.019049712,0.372039391
193,0.2313,0.28175,0.49925,0.37525,0.04425,0.72575,0.085749478,0.126733333,0.9392,0.5343,0.71625,0.24825,0.1673,0.15525,0.252777778,0.3783,0.52625,0.63325,0.56075025,0.94775,0.28076,0.70425,0.7793,0.709354839,0.476750065,0.0203,0.622745491,0.916252505,0.902745491,0.258757515,0.902745491,0.64475,0.59525,0.46575,0.81424,0.79024,0.21124,0.597249083,0.24625,0.26775,0.116249206,0.0922504,0.4107504,0.6122504,0.0877504,0.1237504,0.0237504,0.6112504,0.7512504,0.4752504,0.9877504,0.7937504,0.0212504,0.2903,-0.29668,0.006634866,0.338612846
194,0.5612,0.40275,0.15975,0.21675,0.05475,0.58825,0.543749478,0.737733333,0.9242,0.9352,0.26575,0.63825,0.1838,0.62775,0.892222222,0.4893,0.45975,0.75875,0.87225075,0.82075,0.54276,0.63725,0.1233,0.097741935,0.909250015,0.6522,0.624248497,0.287254509,0.885751503,0.717254509,0.363747495,0.32825,0.76375,0.90775,0.67926,0.90524,0.45724,0.62924975,0.47075,0.75725,0.514250794,0.4857504,0.6342504,0.9702504,0.1012504,0.0292504,0.9862504,0.6592504,0.5677504,0.9077504,0.4387504,0.1987504,0.8412504,0.6217,-0.463024,8.13E-06,0.368704063
195,0.1787,0.25875,0.52925,0.75225,0.83175,0.55775,0.073248434,0.568733333,0.4648,0.9312,0.20275,0.56075,0.6992,0.30775,0.150555556,0.4803,0.17675,0.23625,0.474251417,0.68225,0.24824,0.89725,0.3383,0.280645161,0.783249935,0.5633,0.467254509,0.903747495,0.075250501,0.742244489,0.468757515,0.05525,0.83325,0.94075,0.15624,0.83976,0.61176,0.231750584,0.49375,0.31425,0.416749206,0.4362504,0.2107504,0.8607504,0.6327504,0.7307504,0.0587504,0.0547504,0.2222504,0.7062504,0.1057504,0.2742504,0.8057504,0.4638,-0.462448,0.000192033,0.368782947
196,0.8978,0.33475,0.75725,0.21375,0.87525,0.90275,0.872250522,0.716733333,0.8538,0.2298,0.71175,0.66525,0.6553,0.18825,0.51,0.6633,0.90475,0.57225,0.84075025,0.55675,0.42824,0.30225,0.0857,0.258387097,0.023749925,0.0077,0.428757515,0.268757515,0.615751503,0.856252505,0.933246493,0.11975,0.14275,0.94675,0.87824,0.99476,0.98376,0.564251417,0.38125,0.17875,0.698250794,0.9402504,0.9757504,0.7467504,0.4242504,0.3227504,0.3972504,0.5867504,0.1007504,0.9672504,0.8047504,0.3627504,0.4747504,0.6332,-0.019337,0.000759695,0.158537594
197,0.4837,0.84725,0.46225,0.54325,0.11975,0.38775,0.541749478,0.840266667,0.0728,0.4223,0.55725,0.55425,0.7203,0.75675,0.298333333,0.4218,0.05925,0.02175,0.575748583,0.74025,0.44026,0.94925,0.4308,0.84516129,0.509250015,0.9187,0.142745491,0.917254509,0.211743487,0.267254509,0.964248497,0.65675,0.22125,0.14775,0.47524,0.20476,0.05274,0.27774925,0.30325,0.59025,0.433250794,0.1587504,0.8662504,0.4292504,0.8947504,0.6267504,0.5397504,0.2892504,0.9767504,0.6947504,0.0607504,0.3257504,0.4627504,0.0752,0.30084,0.281480138,0.635368261
198,0.7908,0.97625,0.65075,0.96825,0.80775,0.01175,0.282250522,0.652266667,0.5662,0.9018,0.27875,0.88325,0.0768,0.84725,0.655,0.7807,0.00575,0.27375,0.521250417,0.08875,0.98274,0.16375,0.3122,0.743870968,0.466250075,0.4557,0.208757515,0.262244489,0.107755511,0.353246493,0.150240481,0.04275,0.08425,0.03225,0.08924,0.83874,0.97926,0.947249083,0.47975,0.93425,0.842250794,0.1922504,0.8287504,0.3687504,0.4802504,0.7017504,0.1502504,0.6617504,0.0372504,0.1837504,0.4012504,0.0347504,0.4792504,0.7477,-0.4581,0.001594183,0.369341906
199,0.5332,0.92275,0.94925,0.62925,0.31625,0.61825,0.887248434,0.400266667,0.4102,0.4683,0.01075,0.75075,0.5393,0.39375,0.521666667,0.6603,0.14275,0.41275,0.858249416,0.57625,0.09426,0.48775,0.2528,0.952903226,0.409250015,0.5907,0.793747495,0.454749499,0.978256513,0.719258517,0.757254509,0.53925,0.52525,0.56375,0.30924,0.77174,0.86374,0.78774925,0.24775,0.91875,0.669750794,0.1392504,0.4422504,0.3662504,0.6932504,0.6812504,0.6092504,0.5247504,0.1517504,0.4152504,0.9567504,0.4217504,0.1637504,0.7607,0.142774,0.171450828,0.492852075
200,0.5838,0.80275,0.98725,0.60275,0.59025,0.36925,0.497749478,0.538733333,0.2448,0.3487,0.96075,0.05925,0.1867,0.13775,0.699444444,0.8023,0.56375,0.71675,0.603251084,0.04375,0.30774,0.47075,0.5817,0.478709677,0.130249995,0.0772,0.173747495,0.297755511,0.110240481,0.377755511,0.904749499,0.55975,0.83575,0.29825,0.68624,0.27374,0.86574,0.954251417,0.00625,0.22775,0.179250794,0.1512504,0.3177504,0.9752504,0.6122504,0.4597504,0.8027504,0.9152504,0.7372504,0.6337504,0.1027504,0.8582504,0.4552504,0.3977,-0.002518,0.007850371,0.250116708
201,0.0758,0.21725,0.14725,0.66125,0.74475,0.23225,0.793248434,0.587733333,0.1998,0.8447,0.08725,0.68025,0.5437,0.26725,0.434444444,0.3722,0.18125,0.59125,0.546748916,0.63425,0.76076,0.30125,0.6398,0.807741935,0.871749965,0.7138,0.804749499,0.094749499,0.149258517,0.590240481,0.606753507,0.44625,0.25725,0.95125,0.07126,0.82926,0.52626,0.374751584,0.56025,0.86125,0.561249206,0.9557504,0.9382504,0.1587504,0.6162504,0.2632504,0.4767504,0.7497504,0.6612504,0.5222504,0.6347504,0.7287504,0.5267504,0.4983,-0.451957,0.001807281,0.369051109
202,0.7147,0.30825,0.69375,0.26175,0.68175,0.01775,0.357749478,0.494266667,0.0632,0.7318,0.44475,0.53575,0.5247,0.65175,0.549444444,0.5893,0.01875,0.58775,0.368749583,0.94675,0.99026,0.60675,0.1098,0.123870968,0.717250055,0.0362,0.393747495,0.355751503,0.390240481,0.949759519,0.562244489,0.10025,0.81475,0.37875,0.28474,0.55774,0.72274,0.378249416,0.93875,0.18875,0.468750794,0.3957504,0.5392504,0.3207504,0.3762504,0.4937504,0.6497504,0.3507504,0.1247504,0.8492504,0.9322504,0.7257504,0.8712504,0.9467,-0.448483,0.003152254,0.364715601
203,0.4652,0.32325,0.92025,0.68675,0.02975,0.15725,0.054250522,0.796266667,0.1118,0.9503,0.22225,0.14125,0.8102,0.51575,0.856111111,0.5782,0.68775,0.60975,0.151250417,0.37375,0.70724,0.88075,0.0733,0.837741935,0.895750085,0.5838,0.233747495,0.340240481,0.213246493,0.726753507,0.947254509,0.54175,0.33425,0.58975,0.55276,0.90174,0.84026,0.896748916,0.79075,0.76125,0.939750794,0.1477504,0.7457504,0.6412504,0.3912504,0.9952504,0.0392504,0.7902504,0.0312504,0.4697504,0.1592504,0.7802504,0.3257504,0.2463,-0.462861,8.20E-05,0.368737667
204,0.4493,0.17425,0.18475,0.99475,0.33975,0.67925,0.166751566,0.273266667,0.1408,0.6963,0.38375,0.11725,0.8192,0.05525,0.15,0.1392,0.75225,0.70725,0.538749583,0.72275,0.74874,0.47775,0.4572,0.52483871,0.734249915,0.9302,0.845250501,0.344248497,0.055250501,0.971242485,0.352745491,0.61625,0.79375,0.26825,0.75526,0.36074,0.30024,0.29624875,0.41825,0.70575,0.535249206,0.7052504,0.8122504,0.1062504,0.7892504,0.7537504,0.8642504,0.4042504,0.5447504,0.3777504,0.2702504,0.6762504,0.2407504,0.0207,-0.382621,0.010115126,0.36866143
205,0.6802,0.39325,0.49575,0.86575,0.42175,0.42575,0.298250522,0.958733333,0.9322,0.7782,0.24275,0.54225,0.1678,0.29975,0.621111111,0.4317,0.26625,0.18875,0.715248416,0.42625,0.47826,0.75725,0.5548,0.691290323,0.584249915,0.4782,0.933747495,0.683747495,0.117254509,0.344248497,0.390240481,0.48825,0.06475,0.13725,0.56326,0.58174,0.62026,0.994251417,0.35625,0.02025,0.241249206,0.7912504,0.0612504,0.7037504,0.6117504,0.8407504,0.7052504,0.8022504,0.4722504,0.6152504,0.5067504,0.0027504,0.7707504,0.0983,-0.43591,0.006860971,0.371470633
206,0.7368,0.17525,0.40025,0.24325,0.78275,0.68975,0.581248434,0.534733333,0.4362,0.5422,0.41575,0.84725,0.0258,0.77325,0.407222222,0.7377,0.39475,0.27075,0.023251084,0.69625,0.86424,0.99225,0.1842,0.222903226,0.301249975,0.5512,0.750741483,0.433246493,0.841743487,0.896252505,0.160240481,0.38775,0.66075,0.69625,0.93426,0.74774,0.91276,0.872750917,0.83175,0.09825,0.539249206,0.5667504,0.4132504,0.5132504,0.4787504,0.6452504,0.3482504,0.6487504,0.4852504,0.4632504,0.7452504,0.3092504,0.8692504,0.5222,-0.160989,0.07462219,0.395102723
207,0.0632,0.97075,0.79525,0.19625,0.58625,0.75525,0.756250522,0.909266667,0.6068,0.2517,0.83425,0.64025,0.9053,0.65775,0.56,0.2097,0.19575,0.43975,0.794251417,0.95675,0.05876,0.21575,0.1593,0.115806452,0.925750085,0.5077,0.199258517,0.874248497,0.639759519,0.730240481,0.519759519,0.43475,0.11925,0.90075,0.90824,0.88924,0.91326,0.564751584,0.03375,0.50425,0.990750794,0.7202504,0.7147504,0.3787504,0.5832504,0.2337504,0.3757504,0.6947504,0.7607504,0.0687504,0.7047504,0.2507504,0.7167504,0.6478,-0.406215,0.290090428,0.667085938
208,0.4263,0.03625,0.39975,0.77975,0.76575,0.64625,0.327248434,0.140733333,0.1272,0.5803,0.51875,0.61225,0.6747,0.35275,0.642777778,0.6827,0.01425,0.15275,0.321750584,0.42525,0.24524,0.45175,0.1538,0.509677419,0.221749965,0.9923,0.255751503,0.116252505,0.293246493,0.238757515,0.476252505,0.23875,0.68975,0.56825,0.21024,0.72574,0.36624,0.982750917,0.17425,0.36775,0.101750794,0.3847504,0.0117504,0.0032504,0.6022504,0.0692504,0.6557504,0.9137504,0.7007504,0.7377504,0.3157504,0.1572504,0.2992504,0.0012,-0.27871,0.050277651,0.389394927
209,0.7283,0.78175,0.20425,0.99575,0.38875,0.48925,0.421749478,0.067733333,0.0448,0.6543,0.39175,0.66625,0.7607,0.92225,0.935,0.4972,0.72175,0.19475,0.864251417,0.33225,0.19626,0.78225,0.9158,0.289354839,0.569750005,0.1772,0.860741483,0.281743487,0.105250501,0.445250501,0.797254509,0.79975,0.65375,0.25075,0.24424,0.70824,0.91876,0.65774925,0.22625,0.90875,0.540750794,0.6162504,0.4727504,0.7282504,0.7777504,0.0092504,0.5647504,0.4257504,0.3067504,0.8397504,0.0842504,0.8747504,0.6932504,0.1058,-0.42163,0.003591161,0.367776849
210,0.4888,0.12425,0.96075,0.01925,0.42625,0.86975,0.784250522,0.456733333,0.2762,0.4837,0.43025,0.57175,0.0448,0.09575,0.52,0.1838,0.81225,0.56925,0.744251417,0.17925,0.08476,0.22725,0.4117,0.097096774,0.171749965,0.1437,0.969258517,0.167254509,0.697755511,0.547755511,0.242244489,0.58525,0.09175,0.79025,0.84426,0.65226,0.17674,0.719749917,0.41425,0.52725,0.918749206,0.4667504,0.3577504,0.9837504,0.7917504,0.8817504,0.6452504,0.7187504,0.4667504,0.2807504,0.7422504,0.1262504,0.2007504,0.4988,-0.118897,0.111611749,0.426374437
211,0.2873,0.56825,0.07325,0.63675,0.45275,0.78675,0.265248434,0.703733333,0.0828,0.4807,0.74775,0.93375,0.1392,0.43375,0.951666667,0.6233,0.03075,0.80125,0.371250417,0.70725,0.31974,0.84925,0.5798,0.462258065,0.984749905,0.2803,0.370741483,0.840741483,0.478757515,0.397254509,0.949759519,0.52325,0.38575,0.11375,0.89074,0.96574,0.38676,0.216748916,0.77675,0.26175,0.922250794,0.1882504,0.0277504,0.3232504,0.6787504,0.5737504,0.3137504,0.5137504,0.1482504,0.4532504,0.5587504,0.1362504,0.4217504,0.5527,-0.06836,0.093693182,0.401553467
212,0.9022,0.66375,0.48275,0.52575,0.76375,0.01725,0.807749478,0.497266667,0.2918,0.4053,0.00475,0.43325,0.2567,0.04975,0.315,0.5558,0.78875,0.51575,0.718249416,0.44175,0.19874,0.77625,0.4493,0.257741935,0.096750065,0.5537,0.609759519,0.878757515,0.229759519,0.825250501,0.092745491,0.76825,0.41575,0.85375,0.47024,0.81424,0.80974,0.474251417,0.89175,0.64625,0.296249206,0.1762504,0.3592504,0.4837504,0.4192504,0.6842504,0.4527504,0.7392504,0.1152504,0.8592504,0.7457504,0.5092504,0.7537504,0.9043,-0.2064,0.094935459,0.418714875
213,0.5903,0.16025,0.88975,0.23575,0.51825,0.95075,0.063248434,0.797266667,0.5208,0.6083,0.08275,0.12275,0.6102,0.85475,0.125,0.2428,0.29975,0.44275,0.62624875,0.02475,0.40426,0.23425,0.3977,0.314193548,0.167750045,0.7692,0.886252505,0.948757515,0.973246493,0.312244489,0.704248497,0.67475,0.28775,0.87125,0.62774,0.59176,0.72874,0.460250083,0.35375,0.44975,0.188249206,0.2282504,0.3767504,0.1482504,0.2872504,0.3272504,0.5987504,0.9612504,0.8862504,0.7447504,0.9962504,0.4117504,0.5887504,0.0587,-0.290803,0.030401868,0.374719705
214,0.3663,0.46075,0.73825,0.95025,0.32775,0.47425,0.745749478,0.037266667,0.7338,0.7352,0.49525,0.78775,0.8023,0.92125,0.303888889,0.5817,0.21675,0.42025,0.917249083,0.68125,0.38426,0.89775,0.2177,0.281290323,0.967250055,0.2033,0.637254509,0.063246493,0.465250501,0.697755511,0.528757515,0.03425,0.06675,0.66825,0.30124,0.61776,0.70474,0.81624875,0.49625,0.89925,0.430250794,0.2982504,0.6877504,0.2502504,0.6482504,0.1752504,0.7517504,0.6647504,0.9407504,0.9507504,0.3682504,0.4072504,0.2212504,0.6472,-0.457625,0.000997902,0.3689885
215,0.6503,0.31875,0.21275,0.60775,0.98075,0.50425,0.128751566,0.028733333,0.5278,0.5558,0.18025,0.41175,0.5142,0.05625,0.542222222,0.2562,0.76175,0.40125,0.772750917,0.76675,0.86076,0.54425,0.9647,0.592258065,0.574750105,0.9457,0.224248497,0.480741483,0.771743487,0.828757515,0.379759519,0.16675,0.43375,0.58425,0.83474,0.71974,0.65026,0.111250417,0.30725,0.47075,0.490249206,0.9067504,0.2232504,0.8507504,0.3227504,0.1982504,0.1642504,0.5687504,0.5182504,0.5792504,0.6807504,0.3677504,0.2982504,0.7113,-0.239147,0.049226094,0.383197781
216,0.0763,0.42025,0.61675,0.71425,0.12375,0.77875,0.288751566,0.811266667,0.4612,0.4793,0.91225,0.11825,0.5792,0.62575,0.607222222,0.0587,0.16625,0.74225,0.610250083,0.20475,0.04224,0.38475,0.7638,0.260322581,0.018750025,0.6173,0.955751503,0.975250501,0.215250501,0.175250501,0.954248497,0.33075,0.68675,0.31925,0.72426,0.39224,0.85676,0.02375125,0.03625,0.89175,0.095749206,0.4697504,0.9602504,0.9052504,0.4527504,0.6782504,0.3172504,0.8897504,0.9207504,0.5852504,0.9822504,0.8072504,0.6647504,0.0072,-0.35327,0.00983797,0.365374254
217,0.8428,0.58725,0.22575,0.16575,0.73675,0.34625,0.709248434,0.707733333,0.7262,0.8317,0.46375,0.87425,0.1312,0.56475,0.608888889,0.6263,0.74525,0.46175,0.634751584,0.65375,0.65074,0.36975,0.9438,0.199354839,0.907250055,0.7157,0.620240481,0.175250501,0.150240481,0.362745491,0.705751503,0.56775,0.86075,0.91075,0.65426,0.99324,0.70426,0.540250083,0.43325,0.81725,0.082749206,0.4797504,0.4842504,0.7662504,0.0272504,0.1902504,0.1072504,0.0567504,0.1407504,0.4747504,0.0487504,0.9527504,0.5417504,0.8067,-0.446234,0.002893817,0.369413957
218,0.1708,0.34175,0.01375,0.09525,0.12675,0.62925,0.638250522,0.284733333,0.8738,0.6037,0.49425,0.39925,0.2562,0.78625,0.329444444,0.7713,0.37675,0.19225,0.095748583,0.75425,0.51476,0.35925,0.4773,0.833870968,0.714250115,0.3327,0.594248497,0.688757515,0.040741483,0.822745491,0.181242485,0.09375,0.14325,0.06625,0.71824,0.74826,0.84826,0.481250417,0.68225,0.11625,0.966750794,0.5302504,0.4577504,0.8307504,0.1497504,0.1702504,0.7012504,0.2342504,0.4177504,0.9732504,0.5697504,0.6922504,0.7012504,0.2157,-0.233934,0.053343072,0.38490579
219,0.8683,0.23375,0.50975,0.10825,0.61575,0.31825,0.604751566,0.650266667,0.3278,0.3638,0.95025,0.19475,0.3882,0.63475,0.201666667,0.2397,0.33825,0.10575,0.555748583,0.66975,0.85876,0.95275,0.1577,0.998387097,0.878250035,0.9973,0.819759519,0.590741483,0.718256513,0.517254509,0.308757515,0.47175,0.20675,0.34125,0.46226,0.33424,0.75474,0.455248416,0.09275,0.63725,0.829250794,0.7097504,0.3442504,0.5432504,0.1592504,0.1142504,0.0257504,0.2427504,0.9307504,0.6827504,0.9627504,0.3097504,0.6752504,0.7918,0.572688,0.43922916,0.806581923
220,0.3817,0.97325,0.59125,0.15525,0.80625,0.05025,0.851749478,0.476266667,0.1112,0.6062,0.01225,0.75325,0.5013,0.81625,0.328888889,0.4022,0.03375,0.47975,0.754251417,0.54725,0.41076,0.13075,0.8612,0.750645161,0.237250055,0.1737,0.518757515,0.750240481,0.577254509,0.463747495,0.809258517,0.16025,0.11425,0.58225,0.42224,0.59126,0.01524,0.651250417,0.89675,0.29525,0.569749206,0.7042504,0.7312504,0.6537504,0.7557504,0.4332504,0.3747504,0.1772504,0.6147504,0.6042504,0.6457504,0.5982504,0.0972504,0.2797,-0.331385,0.021416403,0.371992529
221,0.7122,0.61575,0.10375,0.96525,0.42425,0.38525,0.707749478,0.848266667,0.8282,0.8932,0.88875,0.29975,0.1213,0.26675,0.68,0.1023,0.86575,0.47125,0.098249416,0.15875,0.53724,0.99875,0.7843,0.69516129,0.777250055,0.7803,0.018256513,0.306252505,0.930240481,0.578757515,0.990741483,0.18225,0.87925,0.74775,0.78376,0.48476,0.74826,0.694751584,0.86325,0.27725,0.826750794,0.4997504,0.6347504,0.2697504,0.1352504,0.9062504,0.2747504,0.7132504,0.7437504,0.9897504,0.9252504,0.7422504,0.4237504,0.9693,-0.461242,0.000445797,0.368860957
222,0.6898,0.89975,0.63775,0.69225,0.42225,0.22475,0.397248434,0.761733333,0.8308,0.6787,0.79675,0.16175,0.3322,0.02225,0.583333333,0.4283,0.41425,0.41475,0.28624875,0.68875,0.64926,0.34875,0.3913,0.484193548,0.879750005,0.5748,0.009258517,0.956753507,0.237755511,0.820240481,0.427254509,0.37425,0.09025,0.13675,0.73026,0.07374,0.94626,0.54924975,0.04475,0.43125,0.664749206,0.2737504,0.0172504,0.4942504,0.4972504,0.7132504,0.6412504,0.9707504,0.2867504,0.3872504,0.8602504,0.6577504,0.0862504,0.1468,-0.386555,0.014042637,0.372244123
223,0.8518,0.88875,0.87275,0.14325,0.55225,0.75825,0.107749478,0.656733333,0.2612,0.4108,0.35575,0.29675,0.8972,0.74525,0.609444444,0.3647,0.01475,0.39325,0.332750917,0.99025,0.57424,0.81625,0.5673,0.587096774,0.388250035,0.0718,0.867254509,0.099258517,0.053246493,0.925250501,0.183246493,0.77325,0.23375,0.29425,0.39526,0.72026,0.57174,0.224751584,0.14425,0.52025,0.606249206,0.4952504,0.0052504,0.6367504,0.5222504,0.4982504,0.5552504,0.8112504,0.4157504,0.4737504,0.0262504,0.3582504,0.8222504,0.7847,0.045364,0.082541805,0.345121234
224,0.3747,0.66325,0.49975,0.41625,0.95925,0.94175,0.494250522,0.268733333,0.6328,0.1558,0.17675,0.65425,0.8898,0.69975,0.557222222,0.2058,0.80975,0.37425,0.369749917,0.50975,0.24374,0.58275,0.6633,0.875806452,0.669750005,0.2432,0.754749499,0.214248497,0.168256513,0.589258517,0.432745491,0.18575,0.39275,0.57375,0.91374,0.10026,0.44576,0.11075025,0.34025,0.23925,0.728749206,0.9192504,0.4387504,0.8967504,0.1187504,0.5707504,0.7922504,0.6997504,0.7407504,0.5292504,0.3372504,0.4377504,0.6577504,0.2727,-0.0674,0.116651321,0.658307415
225,0.6633,0.05175,0.43325,0.93825,0.72275,0.18975,0.413248434,0.701733333,0.9768,0.8568,0.43825,0.71775,0.9523,0.86475,0.447222222,0.2668,0.89575,0.46475,0.333251084,0.16875,0.88024,0.27175,0.4423,0.43516129,0.110749985,0.7502,0.235250501,0.109258517,0.946252505,0.805751503,0.611242485,0.59575,0.66175,0.53875,0.94426,0.70876,0.88576,0.96075025,0.94975,0.07375,0.365750794,0.0462504,0.5832504,0.7647504,0.4177504,0.9347504,0.3217504,0.6432504,0.3397504,0.3067504,0.6672504,0.8767504,0.4082504,0.8062,-0.456795,0.001184788,0.369042778
226,0.3018,0.40125,0.95425,0.91375,0.32225,0.91225,0.014751566,0.564733333,0.3472,0.2313,0.51125,0.44175,0.5803,0.45775,0.135,0.0003,0.45875,0.17925,0.43924975,0.68975,0.19324,0.38975,0.9588,0.444193548,0.865750085,0.7212,0.690240481,0.957254509,0.964248497,0.240240481,0.241743487,0.57875,0.69825,0.46475,0.14526,0.53324,0.90374,0.72225075,0.36975,0.61825,0.526249206,0.1212504,0.7607504,0.3242504,0.3837504,0.4227504,0.3042504,0.5257504,0.6857504,0.8552504,0.9932504,0.7232504,0.9042504,0.3842,0.411849,0.322997335,0.706994236
227,0.7822,0.55975,0.06575,0.65275,0.41275,0.69775,0.198250522,0.688266667,0.7622,0.7912,0.31975,0.90725,0.7383,0.28225,0.272222222,0.2303,0.50975,0.77775,0.512750917,0.97575,0.87824,0.58925,0.7757,0.848387097,0.215750085,0.9622,0.142244489,0.845250501,0.460741483,0.731242485,0.939258517,0.06275,0.32725,0.28125,0.67626,0.76524,0.94774,0.43924975,0.52775,0.67525,0.266750794,0.2817504,0.9307504,0.8587504,0.6737504,0.6087504,0.5202504,0.3697504,0.7207504,0.9107504,0.2157504,0.4467504,0.1127504,0.4593,-0.455521,0.001010215,0.368783213
228,0.4608,0.50175,0.71425,0.80025,0.32975,0.97775,0.693248434,0.972266667,0.5962,0.6308,0.56875,0.22825,0.1643,0.53725,0.144444444,0.3938,0.26275,0.57325,0.259749917,0.31275,0.31874,0.53425,0.6802,0.733225806,0.628250035,0.9783,0.592745491,0.220741483,0.088757515,0.807254509,0.701743487,0.07375,0.44925,0.55725,0.31726,0.88626,0.81024,0.224251417,0.37225,0.65725,0.774249206,0.3732504,0.5697504,0.3022504,0.8047504,0.8482504,0.5942504,0.4892504,0.4742504,0.3697504,0.8837504,0.2927504,0.2642504,0.6352,-0.380041,0.020124492,0.374856093
229,0.1663,0.65125,0.66625,0.65875,0.40525,0.98675,0.584751566,0.878266667,0.4018,0.5247,0.14875,0.46725,0.5612,0.05475,0.72,0.1233,0.87475,0.04975,0.653251084,0.77225,0.28976,0.76925,0.1382,0.47516129,0.855750085,0.1367,0.105250501,0.517755511,0.684248497,0.126753507,0.283246493,0.17425,0.59125,0.28575,0.30426,0.23724,0.07374,0.778749583,0.13675,0.83875,0.302749206,0.5467504,0.8747504,0.5067504,0.2042504,0.8807504,0.4897504,0.6407504,0.5042504,0.4292504,0.8237504,0.5102504,0.1147504,0.3717,-0.199167,0.069439185,0.397327563
230,0.1213,0.73125,0.00925,0.35825,0.24975,0.12325,0.113749478,0.361266667,0.1872,0.5042,0.91475,0.71025,0.8733,0.54975,0.838888889,0.6472,0.00375,0.45725,0.70774925,0.53975,0.60574,0.50675,0.2632,0.584193548,0.025750085,0.1322,0.499759519,0.402244489,0.514248497,0.157254509,0.129759519,0.14475,0.24375,0.00325,0.72826,0.21626,0.75174,0.056748916,0.50275,0.43275,0.758750794,0.3767504,0.6732504,0.0742504,0.3192504,0.8327504,0.7967504,0.5842504,0.7417504,0.3582504,0.2647504,0.0922504,0.5082504,0.6192,-0.136827,0.082447622,0.400422739
231,0.7023,0.38125,0.80075,0.97575,0.44975,0.46575,0.504751566,0.070733333,0.6798,0.5452,0.50025,0.60725,0.1187,0.17275,0.482222222,0.1713,0.00775,0.51775,0.220250083,0.56275,0.59874,0.92325,0.0068,0.442903226,0.505250095,0.8783,0.435250501,0.963747495,0.955751503,0.863246493,0.585751503,0.47425,0.37975,0.47475,0.06176,0.32326,0.22776,0.037249083,0.22775,0.46425,0.816250794,0.8572504,0.5627504,0.3612504,0.3402504,0.4942504,0.3937504,0.4432504,0.3482504,0.3442504,0.7337504,0.1632504,0.3702504,0.2758,-0.201665,0.06252422,0.387250029
