Sim_No.,1:V__TIMP.bsn,2:V__SFTMP.bsn,3:V__SMTMP.bsn,4:V__SMFMN.bsn,5:V__SMFMX.bsn,6:V__SNOCOVMX.bsn,7:V__SURLAG.bsn,8:V__ADJ_PKR.bsn,9:V__EVRCH.bsn,10:V__TRNSRCH.bsn,11:V__GW_DELAY.gw,12:V__GWQMN.gw,13:V__ALPHA_BF.gw,14:V__REVAPMN.gw,15:V__GW_REVAP.gw,16:V__RCHRG_DP.gw,17:V__GW_SPYLD.gw,18:V__LAT_TTIME.hru,19:V__OV_N.hru,20:V__SLSUBBSN.hru,21:R__HRU_SLP.hru,22:V__SLSOIL.hru,23:V__ESCO.hru,24:V__CH_N2.rte,25:V__CH_K2.rte,26:V__ALPHA_BNK.rte,27:R__CH_WDR.rte,28:R__CH_D.rte,29:R__CH_W2.rte,30:R__CH_L2.rte,31:R__CH_S2.rte,32:V__SOL_K(..).sol,33:V__SOL_BD(..).sol,34:V__ELEVB(..).sub,35:R__CH_L1.sub,36:R__CH_S1.sub,37:R__CH_W1.sub,38:V__CH_N1.sub,39:V__CH_K1.sub,40:V__PLAPS.sub,41:V__CN2.mgt,42:V__RAINHHMX(..).wgn,43:V__RAINHHMX(..).wgn,44:V__RAINHHMX(..).wgn,45:V__RAINHHMX(..).wgn,46:V__RAINHHMX(..).wgn,47:V__RAINHHMX(..).wgn,48:V__RAINHHMX(..).wgn,49:V__RAINHHMX(..).wgn,50:V__RAINHHMX(..).wgn,51:V__RAINHHMX(..).wgn,52:V__RAINHHMX(..).wgn,53:V__RAINHHMX(..).wgn,54:V__BIOMIX.mgt,NSE,bR?,D
2626,0.8119,0.230465,0.9238025,0.29102,0.374105,0.356998,0.297837161,0.752866667,0.4264,0.2079,0.467211,0.6975332,0.4182,0.0855024,0.477777778,0.1089,0.21525,0.236124444,0.951473825,0.451541429,0.4778,0.561145333,0.394,0.942580645,0.247062259,0.5099,0.011743487,0.536072144,0.478296593,0.433727455,0.517074148,0.25088435,0.172375,0.35380835,0.87446,0.44192,0.93458,0.323464488,0.353932,0.23554945,0.769026984,0.0945008,0.31348,0.41088,0.7313976,0.6496808,0.5605616,0.176632,0.8313912,0.4832024,0.1663544,0.429972,0.0401392,0.8372,0.360084,0.446579847,0.827283632
2627,0.4489,0.5204875,0.55841,0.301625,0.644265,0.3276384,0.312175365,0.733533333,0.4228,0.1389,0.666419,0.6558753,0.4908,0.0544106,0.672222222,0.1902,0.26725,0.208842778,0.465271757,0.464965714,0.62834,0.858204,0.5316,0.876451613,0.670932581,0.5725,0.31252505,0.996172345,0.635250501,0.63244489,0.861282565,0.0534327,0.3946875,0.095170438,0.83456,0.24022,0.79974,0.385151717,0.640612,0.53122895,0.514885714,0.3151552,0.6251688,0.3053288,0.4204672,0.4241288,0.9531128,0.1216328,0.7758768,0.9979952,0.3926792,0.4069632,0.3262784,0.8328,0.312095,0.337668564,0.813389848
2628,0.6954,0.55579,0.6154625,0.4143,0.56657,0.2192554,0.40565762,0.280933333,0.9414,0.3416,0.4072846,0.72303804,0.3536,0.3477294,0.900555556,0.1528,0.054,0.263133333,0.481187062,0.897527857,0.41878,0.797607333,0.3575,0.573225806,0.341435371,0.5116,0.096773547,0.838156313,0.733767535,0.621503006,0.851442886,0.3658894,0.4869375,0.0452839,0.6759,0.1982,0.62844,0.365705235,0.026390667,0.4237966,0.921792063,0.2398624,0.4522256,0.048624,0.8487968,0.4795552,0.9072608,0.23556,0.3763488,0.8996016,0.0095776,0.8425608,0.071932,0.3924,0.540896,0.440516768,0.79730907
2629,0.6072,0.0678025,0.8583825,0.66052,0.503385,0.3951378,0.340325678,0.5288,0.9982,0.5839,0.7309974,0.70745176,0.2818,0.1359532,0.811111111,0.0182,0.264,0.199293889,0.711803935,0.989707857,0.51372,0.753169333,0.6439,0.621290323,0.466277674,0.6096,0.316212425,0.594388778,0.543346693,0.577374749,0.372364729,0.42444225,0.336625,0.293528775,0.52858,0.57758,0.49176,0.578119373,0.374852667,0.29199155,0.779696825,0.4245608,0.1008024,0.4105616,0.7800208,0.0742656,0.4463752,0.0279528,0.4865136,0.94556,0.1147832,0.8078896,0.264016,0.4837,-0.257457,0.057823742,0.39231285
2630,0.5414,0.37762,0.654005,0.545525,0.95827,0.5446788,0.366087683,0.2678,0.429,0.5048,0.402359,0.65474174,0.6569,0.4967352,0.787222222,0.4749,0.05625,0.136818333,0.547655885,0.94854,0.16044,0.838274,0.6785,0.440322581,0.426910462,0.4922,0.391222445,0.742905812,0.896553106,0.619619238,0.326793587,0.3535487,0.144625,0.474070525,0.48808,0.56648,0.82548,0.652877626,0.328761667,0.2679395,0.990592063,0.271516,0.0916824,0.1337672,0.7157232,0.5401088,0.7203032,0.2908616,0.3012752,0.9196504,0.2482792,0.8674608,0.2240096,0.4287,0.035836,0.143384913,0.447350018
2631,0.557,0.3073425,0.6190125,0.330455,0.691655,0.5526362,0.208338205,0.553,0.8138,0.2896,0.6844792,0.8089044,0.6348,0.40082,0.900555556,0.1041,0.4375,0.24922,0.580736912,0.819367857,0.46696,0.521555333,0.8556,0.541935484,0.303416532,0.567,0.036312625,0.747655311,0.708537074,0.527915832,0.36250501,0.4036993,0.305125,0.0126201,0.44542,0.54306,0.65572,0.369653218,0.249654667,0.14992425,0.754704762,0.3065504,0.2662544,0.504952,0.5285888,0.4417496,0.7247408,0.0475952,0.3915936,0.7725224,0.2753912,0.6351632,0.0592152,0.6972,0.532861,0.513128198,0.820636838
2632,0.726,0.5663475,0.5827525,0.179015,0.554645,0.2702916,0.525160752,0.291266667,0.711,0.0276,0.6866682,0.5980643,0.7766,0.4896956,0.739444444,0.1072,0.0765,0.062066111,0.821653885,0.722414286,0.2899,0.908835333,0.8696,0.815483871,0.254342513,0.9785,0.498957916,0.631843687,0.640821643,0.897194389,0.433947896,0.27188985,0.5610625,0.344603088,0.36194,0.24262,0.80036,0.905711904,0.440884,0.26473255,0.871806349,0.1436712,0.2509472,0.5693672,0.519312,0.113032,0.7773968,0.2833064,0.3559264,0.915332,0.1021112,0.4293416,0.0547112,0.8678,-52.450474,0.095548036,0.302674051
2633,0.6199,0.09387,0.9271,0.238,0.76226,0.3402602,0.259327766,0.623666667,0.5878,0.275,0.3823836,0.38382356,0.4153,0.374128,0.853333333,0.1884,0.34475,0.294507778,0.584791597,0.71436,0.41962,0.824808,0.9822,0.451290323,0.556336473,0.3848,0.202665331,0.821783567,0.60258517,0.788296593,0.885611222,0.13771725,0.273375,0.293825713,0.67436,0.1676,0.44702,0.851013671,0.466381,0.3426611,0.632828571,0.403356,0.5212728,0.0939064,0.4876432,0.3043032,0.4306968,0.0992704,0.402524,0.6309472,0.312228,0.8639936,0.040404,0.5875,0.344241,0.345161405,0.693956104
2634,0.8814,0.4188625,0.7599975,0.356305,0.887345,0.487332,0.269949896,0.6768,0.4284,0.318,0.4633802,0.30447514,0.7376,0.0092396,0.518888889,0.2402,0.38075,0.012958889,0.829766589,0.824141429,0.1707,0.566800667,0.4887,0.619677419,0.528563829,0.4126,0.44745491,0.937875752,0.80492986,0.681583166,0.720581162,0.02034905,0.1390625,0.124270913,0.37606,0.10306,0.58952,0.313737913,0.489917,0.59793325,0.959984127,0.04072,0.5645896,0.2511176,0.5410648,0.4311768,0.4827608,0.4751992,0.6939,0.9258192,0.004568,0.4611768,0.400992,0.3743,0.455626,0.411783511,0.757679426
2635,0.8104,0.38323,0.575145,0.117705,0.810295,0.6278182,0.515068894,0.323733333,0.4518,0.1204,0.4562656,0.3319637,0.3582,0.3324768,0.935555556,0.4124,0.401,0.117993889,0.738642881,0.586977857,0.58728,0.604236,0.7383,0.911612903,0.285081098,0.3775,0.323607214,0.853186373,0.717034068,0.52260521,0.52260521,0.50715135,0.4461875,0.458926388,0.70536,0.55116,0.90852,0.751033678,0.237233,0.06461975,0.686746032,0.16672,0.156496,0.5464072,0.3529712,0.212352,0.6250496,0.3636904,0.8193104,0.8385296,0.5426784,0.913164,0.211028,0.6384,-12.359301,0.10893738,0.438415945
2636,0.4656,0.649495,0.860665,0.634005,0.6001,0.7024516,0.520647182,0.595066667,0.5386,0.184,0.7548038,0.38013952,0.4161,0.3697282,0.547777778,0.0325,0.096,0.023053333,0.439993331,0.965245714,0.45498,0.530443333,0.4136,0.811935484,0.617274655,0.7301,0.173106212,0.540561122,0.951262525,0.794549098,0.638376754,0.1642367,0.2094375,0.3208476,0.8057,0.35458,0.97716,0.784158053,0.264691667,0.56201555,0.530892063,0.4313216,0.4948912,0.0811504,0.3526512,0.2642552,0.7463352,0.4996768,0.3162328,0.6756712,0.3051552,0.9358584,0.0131144,0.4013,0.467655,0.474855292,0.890967681
2637,0.6224,0.0753925,0.60253,0.0226,0.9241,0.5103804,0.372196242,0.332,0.9538,0.3386,0.6735336,0.82590762,0.4886,0.4908688,0.933888889,0.2685,0.18875,0.017869444,0.66,0.472722143,0.22916,0.665640667,0.5655,0.56,0.418821424,0.4467,0.253106212,0.650841683,0.882745491,0.571422846,0.312324649,0.49218495,0.3885,0.493668788,0.33004,0.34918,0.74856,0.646192064,0.175778333,0.5004424,0.967565079,0.0705296,0.301104,0.3404064,0.3289792,0.6644192,0.5667736,0.0433648,0.2923584,0.3934456,0.3060392,0.853908,0.2253344,0.5321,0.620947,0.5061193,0.845076314
2638,0.9854,0.5762475,0.9554975,0.093515,0.69069,0.6939456,0.068914405,0.295666667,0.5432,0.3383,0.2893468,0.36001904,0.8088,0.427512,0.781666667,0.3559,0.32425,0.123996111,0.83756919,0.972405714,0.43874,0.805956,0.3644,0.421935484,0.270250995,0.5004,0.408917836,0.825490982,0.703226453,0.623366733,0.46012024,0.1406055,0.0128125,0.58720605,0.55806,0.31016,0.98758,0.85162054,0.466708,0.2275321,0.865347619,0.2619888,0.5906456,0.4803976,0.5365864,0.4737888,0.8004704,0.5806648,0.6389616,0.4918392,0.3352144,0.8400392,0.4073512,0.8589,0.333735,0.295352983,0.653927062
2639,0.6666,0.55975,0.9603175,0.47428,0.56883,0.4461738,0.243394572,0.408866667,0.7588,0.0372,0.6417916,0.78538326,0.6883,0.1676316,0.555,0.1046,0.48325,0.254948889,0.748939647,0.695267143,0.45328,0.477118,0.4342,0.432580645,0.358961821,0.7455,0.423166333,0.963987976,0.748897796,0.886873747,0.386212425,0.16213615,0.08625,0.013807875,0.46568,0.65742,0.8696,0.359019673,0.403618667,0.0027259,0.451420635,0.327448,0.6329856,0.5709616,0.8868632,0.0624112,0.9128816,0.2739384,0.643276,0.8758512,0.4775512,0.6729864,0.2107624,0.6218,-4.151217,0.161779979,0.576101159
2640,0.8906,0.13973,0.948145,0.20453,0.71777,0.6267206,0.145665971,0.465066667,0.9244,0.1052,0.8171932,0.40026,0.6856,0.1139544,0.894444444,0.1989,0.1875,0.237488889,0.473384461,0.780885,0.42448,0.749937333,0.4542,0.769677419,0.304225315,0.9284,0.496853707,0.4898998,0.847955912,0.719438878,0.719358717,0.4296936,0.0989375,0.419135925,0.78054,0.1646,0.41086,0.648622874,0.660225333,0.5135908,0.996769841,0.0563928,0.1975328,0.0913552,0.3436944,0.3562064,0.4221184,0.0793256,0.4764464,0.7376688,0.313112,0.5462792,0.3095864,0.4799,-30.236891,0.128840273,0.343286304
2641,0.6392,0.1898825,0.99049,0.10246,0.96311,0.5798004,0.176471816,0.6376,0.8346,0.2201,0.43629,0.72247128,0.7555,0.488229,0.51,0.2679,0.207,0.242672222,0.571687229,0.499272143,0.30244,0.511052,0.8858,0.787096774,0.301259375,0.6436,0.382765531,0.863466934,0.563807615,0.459398798,0.800941884,0.39162115,0.053875,0.440218937,0.68664,0.47524,0.42772,0.878666222,0.384005333,0.51808055,0.843442857,0.5195224,0.1369544,0.5515096,0.7515504,0.3305752,0.8199944,0.6018184,0.6429888,0.6071968,0.2633088,0.5122376,0.144792,0.7112,0.601945,0.63345981,0.900733872
2642,0.7311,0.5369825,0.8424075,0.442795,0.67167,0.3622112,0.424509395,0.3934,0.517,0.0628,0.319447,0.31779434,0.7235,0.2491742,0.483888889,0.0654,0.41575,0.115811667,0.550463488,0.428272143,0.55564,0.790335333,0.9935,0.454516129,0.484343313,0.8049,0.186833667,0.594649299,0.863627255,0.578316633,0.813266533,0.0074832,0.5406875,0.199100713,0.8904,0.55718,0.38972,0.578729577,0.236906333,0.4205897,0.751053968,0.3372824,0.383504,0.4676424,0.6383104,0.403944,0.6706056,0.0723752,0.6265936,0.8480912,0.4253904,0.7785768,0.0796152,0.7504,-9.985254,0.187720645,0.53623997
2643,0.578,0.5765775,0.8964175,0.0849,0.949565,0.2988278,0.235160752,0.383066667,0.9054,0.1837,0.6576626,0.42349776,0.7674,0.0098262,0.486666667,0.4122,0.21125,0.328337222,0.606325442,0.711078571,0.593,0.544447333,0.4535,0.460322581,0.675246695,0.8117,0.39755511,0.565350701,0.558757515,0.874669339,0.454569138,0.3251913,0.5743125,0.43220145,0.6581,0.1874,0.74642,0.565358453,0.039466333,0.0075363,0.772115873,0.5972736,0.0477144,0.22178,0.5516208,0.16878,0.620908,0.5643464,0.4583256,0.60072,0.2939568,0.697572,0.3464136,0.5051,-2.561846,0.210078371,0.603698842
2644,0.6493,0.417875,0.9646275,0.51802,0.66877,0.3498638,0.40193737,0.444733333,0.741,0.4102,0.7859986,0.44191792,0.4239,0.0250788,0.666666667,0.2751,0.312,0.17665,0.556705569,0.555057857,0.57246,0.894292667,0.9812,0.699677419,0.615387292,0.4821,0.080941884,0.540300601,0.854869739,0.374589178,0.317254509,0.5087268,0.6129375,0.429232025,0.78238,0.24954,0.62138,0.662297432,0.350336,0.4802387,0.683095238,0.009988,0.0799576,0.4880512,0.907656,0.6371856,0.9971896,0.2751472,0.5121136,0.7561752,0.0139976,0.6562816,0.218976,0.6893,0.298241,0.254874379,0.601997803
2645,0.4336,0.3429775,0.70624,0.191275,0.754525,0.3921196,0.193732777,0.723733333,0.9502,0.3449,0.5372622,0.42803198,0.3641,0.2353882,0.866111111,0.378,0.31875,0.243490556,0.585415138,0.446767857,0.51914,0.761788,0.6137,0.797096774,0.532878142,0.5171,0.261563126,0.485430862,0.729779559,0.823346693,0.411783567,0.27110215,0.522125,0.365092188,0.458,0.14268,0.84294,0.402777593,0.612499667,0.40231015,0.981606349,0.574532,0.5128048,0.2272008,0.4598136,0.3167984,0.6463488,0.101688,0.4997456,0.4236728,0.3965104,0.8173456,0.0176184,0.6085,0.529573,0.529497846,0.824761676
2646,0.4887,0.1935125,0.872835,0.34272,0.89057,0.674464,0.310050104,0.725266667,0.4524,0.3965,0.7709484,0.7533605,0.6047,0.4515642,0.645,0.2269,0.15625,0.48057,0.80012004,0.591750714,0.68566,0.579728,0.8583,0.534516129,0.565234495,0.758,0.455651303,0.884849699,0.858056112,0.631202405,0.658396794,0.1681752,0.50425,0.312533175,0.6136,0.20632,0.5889,0.499413138,0.346413333,0.16018645,0.802725397,0.4900192,0.481864,0.2782232,0.4380608,0.6275744,0.5386704,0.5356384,0.6363728,0.4344688,0.2500472,0.4154736,0.1092896,0.7332,0.204001,0.172538496,0.485024631
2647,0.7228,0.645865,0.6953375,0.57535,0.45148,0.645379,0.439118998,0.568,0.4622,0.5693,0.344348,0.51899926,0.7925,0.547186,0.831666667,0.4588,0.2765,0.406908889,0.378202734,0.874557143,0.20692,0.594271333,0.8038,0.513548387,0.358152837,0.8842,0.305651303,0.574849699,0.720761523,0.738216433,0.374829659,0.33963255,0.123625,0.047065563,0.8318,0.45932,0.5935,0.36600867,0.122168667,0.2730706,0.700225397,0.0582368,0.0063512,0.6117792,0.7262792,0.1700616,0.7744384,0.0406448,0.4295616,0.6519216,0.2910104,0.9563456,0.2205656,0.379,-0.354964,0.032455894,0.380175164
2648,0.9578,0.1271925,0.79778,0.58264,0.48565,0.3545284,0.058822547,0.2902,0.9328,0.1476,0.6872154,0.8315754,0.4637,0.220429,0.824444444,0.2807,0.346,0.444830556,0.469949983,0.513591429,0.27164,0.866552667,0.5698,0.71483871,0.54150657,0.8632,0.389378758,0.701482966,0.483066132,0.848056112,0.385290581,0.1332536,0.0955625,0.558105587,0.65042,0.1748,0.888,0.676885629,0.021814333,0.32149535,0.778293651,0.2032912,0.3779672,0.2236936,0.5557792,0.0412656,0.4883816,0.2860264,0.8391576,0.8024416,0.4922856,0.536508,0.3511832,0.5165,0.682863,0.598521832,0.91438368
2649,0.7764,0.411605,0.9336925,0.02525,0.53401,0.6975126,0.470187891,0.3818,0.9894,0.1118,0.7756004,0.62781992,0.2959,0.560972,0.823888889,0.1189,0.36575,0.480024444,0.401607202,0.708692143,0.70848,0.760172,0.9141,0.499677419,0.22549129,0.7688,0.46488978,0.569839679,0.5901002,0.801122244,0.544468938,0.20729795,0.0418125,0.428638125,0.42486,0.64062,0.44274,0.517952651,0.025737,0.5392463,0.782506349,0.258916,0.1675696,0.2670624,0.3404952,0.4811576,0.4531792,0.5308032,0.6196904,0.8702992,0.4666472,0.7391776,0.1500904,0.884,-3.212854,0.29732434,0.662559147
2650,0.9275,0.4446,0.8926125,0.018955,0.867035,0.4019974,0.056434238,0.4862,0.6362,0.0488,0.740301,0.63603818,0.638,0.313411,0.552222222,0.4168,0.375,0.384537778,0.922450817,0.764179286,0.48464,0.957313333,0.4419,0.718387097,0.652057959,0.5407,0.489458918,0.95739479,0.819539078,0.69503006,0.836052104,0.0066955,0.50675,0.3255987,0.62066,0.37138,0.62078,0.460820273,0.317974333,0.2685809,0.949873016,0.0554712,0.638848,0.1809624,0.8414392,0.0880424,0.7833128,0.3800088,0.6806688,0.8314352,0.3508328,0.9509872,0.4619296,0.5951,-13.406876,0.176502844,0.476607215
2651,0.9779,0.110695,0.5612,0.182325,0.390225,0.4489176,0.226133612,0.656666667,0.5516,0.0106,0.7928394,0.59551382,0.412,0.1943236,0.913888889,0.1477,0.4725,0.451923889,0.647205735,0.631725714,0.61124,0.590501333,0.3947,0.682580645,0.207695046,0.4739,0.082785571,0.829699399,0.871322645,0.81739479,0.721823647,0.14769485,0.5425,0.269773287,0.3997,0.30836,0.92078,0.468112704,0.312744,0.3282299,0.792053968,0.3179208,0.0783296,0.568092,0.4930816,0.4017016,0.4815776,0.3549264,0.3332032,0.3872768,0.0275536,0.5651904,0.2735544,0.4007,-52.184898,0.041994077,0.226232809
2652,0.8153,0.1545775,0.93572,0.126985,0.621375,0.2859316,0.292521921,0.6332,0.787,0.3475,0.3700698,0.75052662,0.6716,0.1966702,0.745,0.2842,0.21925,0.528313333,0.89810937,0.773725,0.67682,0.627667333,0.6303,0.610967742,0.466547269,0.4152,0.447735471,0.815190381,0.943827655,0.551703407,0.778156313,0.3301801,0.42,0.505546538,0.45832,0.12018,0.50924,0.512480827,0.393812,0.36575105,0.456474603,0.3677064,0.1076416,0.125476,0.7339568,0.3933712,0.90164,0.37336,0.6311952,0.723172,0.4542704,0.6190888,0.3440296,0.9909,0.203072,0.164302347,0.482119849
2653,0.4976,0.5647,0.8796825,0.516365,0.373785,0.565258,0.156818372,0.465333333,0.5212,0.1216,0.66122,0.28917224,0.7103,0.2961052,0.641666667,0.0238,0.0965,0.244855,0.467142381,0.428869286,0.46582,0.603966667,0.8573,0.533870968,0.335773085,0.8406,0.084368737,0.771402806,0.690220441,0.436553106,0.395150301,0.2485212,0.05075,0.272742738,0.44358,0.6331,0.87604,0.851923975,0.247039667,0.12619295,0.606150794,0.0560856,0.4681848,0.157684,0.3219416,0.5952152,0.419752,0.3724536,0.44682,0.4850536,0.2300088,0.9828216,0.3713184,0.6667,-1.260054,0.31528119,0.718946923
2654,0.6444,0.6353075,0.9496675,0.084235,0.56915,0.6766592,0.224271399,0.454266667,0.7172,0.4968,0.6707972,0.28492142,0.5151,0.3571156,0.588888889,0.2055,0.03825,0.149913889,0.570126709,0.542826429,0.51286,0.540138667,0.8503,0.646129032,0.231962561,0.7321,0.318076152,0.885370741,0.538577154,0.572685371,0.828036072,0.05815895,0.038125,0.212760113,0.80326,0.57038,0.50616,0.379683228,0.376814,0.4638833,0.546055556,0.33298,0.4694872,0.19308,0.8903816,0.5003808,0.4756616,0.024024,0.4177688,0.4067088,0.4595744,0.9752576,0.419008,0.835,-0.188314,0.080742036,0.401865901
2655,0.6989,0.50168,0.8680175,0.02558,0.46115,0.2650782,0.039436326,0.726333333,0.5144,0.3887,0.3785526,0.444185,0.7392,0.4069796,0.511666667,0.3041,0.041,0.027418333,0.99921974,0.931237857,0.49348,0.679645333,0.9772,0.809354839,0.70652467,0.4097,0.183667335,0.557715431,0.603647295,0.657795591,0.463186373,0.4438723,0.1621875,0.511188475,0.78606,0.33026,0.44856,0.539829943,0.193430333,0.1322861,0.79542381,0.3216088,0.107316,0.075092,0.384,0.0470328,0.7951456,0.5253632,0.2886192,0.6402008,0.4306952,0.4387976,0.440204,0.8662,0.428569,0.356397876,0.72054356
2656,0.8035,0.61419,0.9674175,0.239655,0.779345,0.376205,0.231444676,0.643266667,0.6664,0.1771,0.722241,0.41924698,0.4672,0.294932,0.768888889,0.0618,0.17525,0.454652222,0.90123041,0.95033,0.54566,0.616086,0.4695,0.518387097,0.422865943,0.5076,0.001442886,0.657695391,0.928697395,0.435611222,0.760921844,0.4304813,0.5345,0.359747225,0.61912,0.28044,0.70014,0.845845282,0.197352667,0.349075,0.851587302,0.5434928,0.5805488,0.6124176,0.7067664,0.3757496,0.8901032,0.266384,0.7232392,0.470248,0.2529944,0.9059144,0.0838544,0.4048,-2.838411,0.193518591,0.566994111
2657,0.6328,0.55876,0.7564475,0.56508,0.437295,0.4458994,0.025361169,0.5574,0.7632,0.5012,0.4283546,0.5552728,0.5287,0.0635034,0.990555556,0.2198,0.09575,0.398724444,0.886252084,0.442591429,0.40538,0.546871333,0.9065,0.93483871,0.19798824,0.9241,0.074328657,0.645290581,0.975170341,0.75761523,0.408997996,0.4706543,0.2508125,0.020934525,0.45616,0.20332,0.85704,0.672020674,0.242136333,0.2926329,0.845971429,0.1611888,0.6010672,0.5333328,0.6245552,0.6137976,0.8143736,0.423524,0.5129768,0.450816,0.2668448,0.4703168,0.4939872,0.9645,-0.116446,0.093614401,0.404782371
2658,0.8303,0.61881,0.64158,0.602855,0.74195,0.526295,0.425841336,0.643533333,0.9664,0.2359,0.6842054,0.2874719,0.789,0.4973218,0.969444444,0.2412,0.2595,0.002591667,0.382570857,0.925867857,0.1747,0.879210667,0.6373,0.631290323,0.454683106,0.5135,0.139819639,0.932324649,0.571503006,0.810521042,0.854208417,0.41472715,0.2474375,0.170891063,0.4574,0.15828,0.64712,0.429216405,0.092422,0.59632975,0.694328571,0.5186,0.1968816,0.518664,0.6411896,0.3514008,0.7960328,0.0451776,0.5328232,0.826192,0.3461176,0.459916,0.5247208,0.3991,0.157473,0.214737384,0.554394928
2659,0.719,0.3314275,0.980855,0.612135,0.589785,0.3240714,0.247377871,0.2804,0.508,0.5368,0.6177116,0.66324336,0.5276,0.3820476,0.812222222,0.2697,0.05175,0.267498889,0.836632211,0.407986429,0.29644,0.623088667,0.9556,0.649032258,0.3249875,0.8104,0.415511022,0.891963928,0.733507014,0.8198998,0.825270541,0.08152755,0.0050625,0.182471863,0.48132,0.22492,0.61096,0.377555852,0.13884,0.6309647,0.760039683,0.5207512,0.3046864,0.119736,0.4249456,0.4641768,0.8847784,0.316548,0.732444,0.8332864,0.1896352,0.6096328,0.0859744,0.6804,-0.270266,0.062734799,0.394182618
2660,0.7121,0.1070675,0.9785725,0.07363,0.78096,0.3885524,0.113265136,0.6652,0.8364,0.2693,0.477062,0.84206064,0.4986,0.312531,0.953888889,0.073,0.384,0.241308333,0.487425809,0.426482143,0.59954,0.563838667,0.946,0.538387097,0.235737485,0.7577,0.248617234,0.699378758,0.749178357,0.822725451,0.86006012,0.52080495,0.0390625,0.443782263,0.69522,0.52986,0.47522,0.705755252,0.113996667,0.29583985,0.898484127,0.34558,0.5538416,0.447552,0.7160432,0.4955744,0.8350808,0.4745952,0.7373336,0.5078784,0.1616392,0.9295544,0.3763528,0.5178,0.518507,0.572400126,0.88734829
2661,0.8548,0.298105,0.5759075,0.664495,0.744205,0.44343,0.020050104,0.3132,0.917,0.2234,0.5966416,0.3988431,0.7698,0.2529874,0.636111111,0.1538,0.015,0.154551667,0.666555519,0.413655,0.66056,0.769059333,0.736,0.450645161,0.342244355,0.9972,0.163326653,0.543206413,0.646933868,0.623987976,0.523847695,0.2989344,0.1045,0.141493638,0.80264,0.30116,0.91802,0.644368123,0.536988667,0.20668705,0.859169841,0.0474808,0.2659288,0.099008,0.4556544,0.4055456,0.7614224,0.1476216,0.811832,0.8280424,0.1613448,0.3704008,0.2075832,0.5028,0.35126,0.529941445,0.862322096
2662,0.5919,0.6006625,0.614195,0.4819,0.68263,0.2233712,0.070242171,0.553533333,0.6346,0.4959,0.6776382,0.81032128,0.6975,0.2433078,0.683888889,0.0605,0.23975,0.497212222,0.634724908,0.430062143,0.3817,0.61851,0.728,0.961612903,0.198527429,0.9307,0.384609218,0.873767535,0.937194389,0.816773547,0.679639279,0.04056685,0.24525,0.575031375,0.84868,0.14328,0.98544,0.452007336,0.542546,0.0626956,0.633109524,0.5849808,0.4193304,0.2488856,0.5685752,0.393692,0.8194024,0.5102536,0.4767344,0.5180568,0.5836408,0.7388624,0.487364,0.486,-0.325218,0.039451538,0.38267681
2663,0.8603,0.062525,0.920505,0.638645,0.96085,0.2661758,0.412029228,0.646866667,0.9324,0.515,0.7575402,0.56264086,0.785,0.4732698,0.611666667,0.2641,0.4225,0.295053333,0.565755252,0.514785,0.44928,0.551988667,0.3402,0.668387097,0.193673927,0.5132,0.0701002,0.671142285,0.941182365,0.86747495,0.311703407,0.3275544,0.47275,0.389738525,0.66484,0.53256,0.47614,0.410983661,0.115304,0.15601745,0.772396825,0.4439216,0.462648,0.3346664,0.7099656,0.3811968,0.9327016,0.00408,0.69764,0.8194064,0.514388,0.9497264,0.4921328,0.5744,-0.12853,0.087251773,0.400074432
2664,0.9898,0.4264525,0.690265,0.265175,0.65007,0.4351984,0.342183716,0.3454,0.9548,0.5887,0.7632866,0.3583187,0.3092,0.53604,0.637222222,0.1242,0.46,0.504851111,0.446858953,0.820561429,0.15188,0.666179333,0.9453,0.427096774,0.566043479,0.5319,0.36745491,0.647134269,0.741462926,0.919418838,0.885911824,0.322303,0.5814375,0.132882275,0.60868,0.55298,0.86654,0.510656886,0.670358667,0.4388692,0.970373016,0.1412128,0.4639504,0.6337824,0.9425232,0.4455944,0.6247544,0.270312,0.4514224,0.7157688,0.4301056,0.9119032,0.1850632,0.6521,-0.255066,0.059778104,0.393075825
2665,0.9751,0.241025,0.5393925,0.32118,0.449865,0.2900474,0.210196242,0.5912,0.6924,0.1732,0.7846304,0.80068614,0.7454,0.435725,0.816666667,0.0587,0.292,0.350435556,0.522067356,0.884102857,0.5485,0.609084,0.3821,0.748709677,0.582760945,0.7167,0.167815631,0.502825651,0.566993988,0.632765531,0.390521042,0.00879605,0.014375,0.431310638,0.86524,0.67812,0.60576,0.363577859,0.671666333,0.0270986,0.462933333,0.5717664,0.2082808,0.133448,0.792816,0.2270904,0.5670696,0.2709168,0.3406816,0.9575888,0.3811864,0.8662,0.072992,0.4306,0.127808,0.225066502,0.555657452
