Sim_No.,1:V__TIMP.bsn,2:V__SFTMP.bsn,3:V__SMTMP.bsn,4:V__SMFMN.bsn,5:V__SMFMX.bsn,6:V__SNOCOVMX.bsn,7:V__SURLAG.bsn,8:V__ADJ_PKR.bsn,9:V__EVRCH.bsn,10:V__TRNSRCH.bsn,11:V__GW_DELAY.gw,12:V__GWQMN.gw,13:V__ALPHA_BF.gw,14:V__REVAPMN.gw,15:V__GW_REVAP.gw,16:V__RCHRG_DP.gw,17:V__GW_SPYLD.gw,18:V__LAT_TTIME.hru,19:V__OV_N.hru,20:V__SLSUBBSN.hru,21:R__HRU_SLP.hru,22:V__SLSOIL.hru,23:V__ESCO.hru,24:V__CH_N2.rte,25:V__CH_K2.rte,26:V__ALPHA_BNK.rte,27:R__CH_WDR.rte,28:R__CH_D.rte,29:R__CH_W2.rte,30:R__CH_L2.rte,31:R__CH_S2.rte,32:V__SOL_K(..).sol,33:V__SOL_BD(..).sol,34:V__ELEVB(..).sub,35:R__CH_L1.sub,36:R__CH_S1.sub,37:R__CH_W1.sub,38:V__CH_N1.sub,39:V__CH_K1.sub,40:V__PLAPS.sub,41:V__CN2.mgt,42:V__RAINHHMX(..).wgn,43:V__RAINHHMX(..).wgn,44:V__RAINHHMX(..).wgn,45:V__RAINHHMX(..).wgn,46:V__RAINHHMX(..).wgn,47:V__RAINHHMX(..).wgn,48:V__RAINHHMX(..).wgn,49:V__RAINHHMX(..).wgn,50:V__RAINHHMX(..).wgn,51:V__RAINHHMX(..).wgn,52:V__RAINHHMX(..).wgn,53:V__RAINHHMX(..).wgn,54:V__BIOMIX.mgt,NSE,bR?,D
1,0.7386,0.3918075,0.73312,0.45274,0.908625,0.6025746,0.144868476,0.565666667,0.5802,0.2216,0.2890732,0.43908408,0.3969,0.0200924,0.88,0.0832,0.388,0.057155556,0.701507169,0.902300714,0.47096,0.524518,0.4508,0.860322581,0.617813844,0.835,0.187354709,0.824428858,0.908236473,0.893446894,0.623286573,0.10016995,0.399625,0.52217535,0.41842,0.36958,0.64928,0.414934978,0.469977,0.1877661,0.902415873,0.4359312,0.3418152,0.5365216,0.9265288,0.5122352,0.9193896,0.2180328,0.6334968,0.8619712,0.0587912,0.6669976,0.3329016,0.7676,0.538309,0.547327063,0.902095195
2,0.9301,0.50267,0.5792025,0.521335,0.46534,0.3172118,0.200104384,0.405733333,0.904,0.2305,0.5553224,0.72842242,0.356,0.3706082,0.671666667,0.2496,0.181,0.017323889,0.971133711,0.547897857,0.39196,0.849585333,0.8642,0.973225806,0.563077538,0.603,0.106553106,0.604148297,0.872124248,0.542625251,0.648537074,0.4525371,0.36475,0.404585688,0.46874,0.6241,0.79238,0.558976325,0.541238333,0.2342667,0.747965079,0.0336512,0.0376176,0.046392,0.6853336,0.050236,0.5295008,0.4347056,0.4853632,0.3989976,0.154272,0.8082048,0.349328,0.3663,0.343921,0.463116346,0.873797379
3,0.8574,0.1064075,0.584275,0.07131,0.922165,0.408034,0.232772443,0.7152,0.8476,0.4654,0.7799786,0.68449736,0.6559,0.4078596,0.983888889,0.1021,0.11025,0.301601111,0.559203068,0.698847143,0.48178,0.860089333,0.614,0.811612903,0.449829603,0.9854,0.154348697,0.666673347,0.648256513,0.625871743,0.481042084,0.3585375,0.2554375,0.437249513,0.3242,0.12348,0.40566,0.615801934,0.147993,0.47254205,0.62412381,0.1860816,0.5994392,0.2890656,0.9169328,0.10278,0.6516736,0.3180584,0.523044,0.9020688,0.5400264,0.3899424,0.0846496,0.5642,-0.132114,0.09252328,0.405810374
4,0.5749,0.44031,0.937495,0.27412,0.407635,0.5227278,0.254016701,0.572333333,0.5176,0.3443,0.5657206,0.79076758,0.4588,0.5061214,0.745555556,0.3311,0.33275,0.525857778,0.865965322,0.943767143,0.15474,0.549026,0.8383,0.862580645,0.538810224,0.4506,0.481002004,0.63501002,0.909298597,0.873727455,0.521082164,0.04135455,0.2995625,0.572358825,0.80754,0.6202,0.869,0.847972658,0.167933,0.3230988,0.862820635,0.5859032,0.4890288,0.6455816,0.4079912,0.5324192,0.5516872,0.204736,0.567052,0.6238528,0.2055488,0.7877168,0.2542136,0.8945,0.180816,0.234970159,0.571004219
5,0.6764,0.178665,0.620535,0.048115,0.883155,0.4255948,0.332889353,0.263666667,0.8086,0.2049,0.5794024,0.63887202,0.4164,0.0288918,0.630555556,0.0758,0.21825,0.071342222,0.853794598,0.551776429,0.70734,0.738088,0.6938,0.587096774,0.365433091,0.8517,0.412344689,0.47987976,0.56248497,0.790180361,0.697795591,0.3325432,0.06125,0.515642638,0.90054,0.35098,0.90086,0.535575192,0.066924667,0.00080175,0.644061905,0.275204,0.2421528,0.1720336,0.929088,0.1777504,0.4629416,0.320476,0.5822968,0.5797456,0.4059408,0.3830088,0.4579552,0.6059,0.135262,0.430876783,0.852521
6,0.6507,0.404675,0.517585,0.14024,0.72873,0.3383396,0.318814196,0.479266667,0.5642,0.3425,0.6437072,0.4254815,0.3143,0.2295218,0.732777778,0.0129,0.11775,0.028509444,0.990483494,0.666628571,0.37486,0.809188,0.8815,0.572580645,0.715422692,0.5925,0.30248497,0.518396794,0.929498998,0.853386774,0.786472946,0.48036935,0.0915,0.589878538,0.78698,0.1973,0.4651,0.457782594,0.527509,0.063337,0.774361905,0.1160128,0.1623584,0.4360728,0.9367656,0.4516816,0.5256544,0.4286616,0.7379088,0.7685128,0.0363944,0.8800688,0.4730568,0.4554,0.431425,0.369234985,0.729553645
7,0.9408,0.26115,0.7810425,0.133945,0.587205,0.3243458,0.163457203,0.7142,0.74,0.3004,0.7838094,0.75676114,0.3281,0.1453394,0.582777778,0.0185,0.11925,0.398997222,0.505215072,0.64873,0.34436,0.515092,0.404,0.612580645,0.568739825,0.8855,0.439278557,0.626833667,0.780781563,0.638076152,0.784308617,0.3700905,0.2684375,0.560481138,0.38098,0.58418,0.67594,0.461730577,0.144070333,0.0325504,0.934990476,0.0800568,0.5798976,0.3923848,0.8468768,0.5304968,0.829756,0.2237744,0.3380928,0.5112712,0.2886528,0.388052,0.4168888,0.5588,0.708538,0.621978898,0.896917432
8,0.9895,0.1040975,0.5084575,0.14256,0.525305,0.1822132,0.136634656,0.677333333,0.783,0.1521,0.68831,0.76951352,0.4729,0.1878706,0.92,0.2287,0.05425,0.285231667,0.816972324,0.98583,0.21176,0.811072667,0.4854,0.912258065,0.648822224,0.778,0.439799599,0.583827655,0.565130261,0.678456914,0.623907816,0.21727555,0.264375,0.491293238,0.54302,0.48664,0.51414,0.758022674,0.135571,0.01523295,0.826874603,0.1664128,0.6277744,0.211576,0.9047768,0.1354592,0.5135264,0.0563592,0.4261104,0.51744,0.5615392,0.4454168,0.4070856,0.5506,0.740132,0.647108156,0.934158838
9,0.7156,0.4568075,0.7095375,0.012655,0.8435,0.422302,0.087503132,0.6582,0.5504,0.2807,0.5410932,0.5555562,0.5874,0.19931,0.722222222,0.1563,0.2695,0.456016111,0.620993665,0.982548571,0.35604,0.798415333,0.7021,0.570967742,0.706255075,0.8619,0.392004008,0.705971944,0.94250501,0.45751503,0.618677355,0.2703144,0.1878125,0.366873875,0.38344,0.10186,0.86226,0.874714905,0.258807667,0.3038572,0.944819048,0.2727456,0.2226112,0.5476832,0.3229016,0.5314584,0.582452,0.3210808,0.6582336,0.8286592,0.4121288,0.5169656,0.0409336,0.6823,0.636039,0.628499448,0.876758489
10,0.7063,0.43602,0.7219625,0.29301,0.443095,0.1909936,0.228521921,0.633733333,0.942,0.2547,0.6697026,0.28832208,0.4469,0.3700216,0.851666667,0.139,0.2725,0.505669444,0.697762588,0.805347143,0.37856,0.565993333,0.4492,0.897419355,0.611072979,0.6354,0.227755511,0.788016032,0.783166333,0.618056112,0.727054108,0.283968,0.4835625,0.211572338,0.75814,0.2003,0.6649,0.559583194,0.404926333,0.2474151,0.882196825,0.5948152,0.6492704,0.4386232,0.5698544,0.5378656,0.7371648,0.0397384,0.7059816,0.4745664,0.4928752,0.6717256,0.3056128,0.3985,0.307299,0.474534326,0.769576214
11,0.7983,0.21034,0.600755,0.408665,0.954725,0.4535822,0.068384134,0.272666667,0.7082,0.3317,0.372259,0.51673218,0.549,0.0329984,0.753888889,0.1306,0.4145,0.218937222,0.858166055,0.860834286,0.63548,0.754516,0.9766,0.760967742,0.501060779,0.9644,0.118436874,0.726032064,0.878777555,0.892825651,0.541703407,0.08756665,0.2678125,0.346978637,0.81922,0.53166,0.78564,0.371477159,0.220235,0.30193305,0.713704762,0.5573224,0.1454224,0.5859496,0.5263496,0.165896,0.5055392,0.3437456,0.5857488,0.7404448,0.4012256,0.6014376,0.1580392,0.8162,0.421932,0.350462612,0.716914714
12,0.6092,0.1568875,0.82339,0.194255,0.39248,0.2905962,0.178329854,0.670333333,0.466,0.2204,0.4269864,0.73153964,0.3806,0.13302,0.631666667,0.3031,0.30425,0.451378333,0.614751584,0.996569286,0.2591,0.922301333,0.6748,0.666129032,0.60352313,0.6174,0.271603206,0.527374749,0.894709419,0.617735471,0.418236473,0.27346525,0.1298125,0.509109863,0.90544,0.22522,0.6937,0.464164722,0.410156333,0.37601325,0.886128571,0.390756,0.3069664,0.3534808,0.8670304,0.3302552,0.5611528,0.1446,0.6872848,0.8351368,0.1041744,0.5992312,0.415564,0.6785,0.637512,0.6268769,0.884283447
13,0.7467,0.3103125,0.8956575,0.42192,0.637175,0.1975788,0.463549061,0.522066667,0.8314,0.3499,0.6677872,0.41074536,0.6659,0.179951,0.807777778,0.3877,0.27925,0.276228889,0.998596199,0.852481429,0.7059,0.97832,0.3781,0.577419355,0.34898522,0.7223,0.111823647,0.834188377,0.751302605,0.549198397,0.634068136,0.5103022,0.4841875,0.454175288,0.40644,0.46984,0.69678,0.794791597,0.358508333,0.24132195,0.773238095,0.612332,0.5509104,0.0731784,0.5471424,0.2171584,0.4661952,0.4582768,0.3001248,0.5572288,0.0870816,0.6657368,0.5029952,0.9085,0.451499,0.343440428,0.720024516
14,0.8799,0.003795,0.7234825,0.08722,0.811585,0.2390114,0.478154489,0.4906,0.4486,0.3446,0.5063412,0.4444684,0.5655,0.4773762,0.965555556,0.3039,0.483,0.317424444,0.532054018,0.493902143,0.18952,0.772291333,0.8526,0.963225806,0.43850483,0.9225,0.231983968,0.798316633,0.818757515,0.475671343,0.319719439,0.16975065,0.491625,0.230576738,0.71272,0.68382,0.71088,0.519469823,0.447748667,0.0822579,0.793457143,0.0994176,0.3708024,0.0575528,0.8372808,0.089644,0.5318672,0.3652008,0.6835456,0.7046648,0.171364,0.3823784,0.4139744,0.5343,0.09925,0.196389943,0.519924323
15,0.7125,0.31028,0.57371,0.253605,0.627925,0.0352932,0.07136952,0.7846,0.806,0.0739,0.5075998,0.86657198,0.5577,0.3048714,0.963888889,0.3655,0.12325,0.280311667,0.648776259,0.958082143,0.23364,0.757128,0.2578,0.882903226,0.579591608,0.7449,0.501482966,0.736252505,0.692885772,0.821943888,0.469118236,0.36097615,0.10475,0.540546875,0.51856,0.30772,0.7448,0.813771257,0.306405333,0.31001425,0.778373016,0.0034168,0.8388688,0.2201696,0.9275992,0.0748888,0.3801064,0.3149352,0.2593648,0.4036728,0.7020672,0.3573744,0.5812224,0.7293,0.30896524,0.418178676,0.872035339
16,0.775,0.357265,0.418135,0.300655,0.53359,0.3153694,0.023123173,0.618666667,0.9122,0.1347,0.7690748,0.91061386,0.6176,0.379032,0.829444444,0.3621,0.11075,0.173915,0.737969323,0.997785714,0.10784,0.917651333,0.5702,0.78483871,0.735217496,0.9753,0.458617234,0.682364729,0.578496994,0.765831663,0.565991984,0.0724974,0.19,0.710048038,0.71834,0.4488,0.42316,0.832620874,0.363218333,0.1593163,0.894834921,0.3363464,0.34982,0.217268,0.8331968,0.3131048,0.6853784,0.07128,0.3445392,0.6070784,0.631312,0.6524208,0.513848,0.3437,-0.143462236,0.366175821,0.819688128
17,0.7555,0.0081175,0.3321125,0.169645,0.60981,0.4492792,0.14582881,0.53,0.7318,0.2834,0.7350686,0.91345528,0.4042,0.059735,0.967777778,0.1911,0.04875,0.221693333,0.794674892,0.892418571,0.16992,0.683686,0.6584,0.973870968,0.570437191,0.8004,0.316553106,0.548336673,0.43759519,0.62755511,0.753727455,0.1052861,0.318125,0.315527888,0.36316,0.33038,0.3374,0.756772257,0.166900667,0.1461836,0.988519048,0.2193816,0.6426848,0.0893848,0.7857056,0.0426912,0.4370256,0.0549256,0.2912504,0.441072,0.3423928,0.6934608,0.4462696,0.7188,0.34143926,0.481593362,0.852462654
18,0.8781,0.041925,0.6073825,0.24955,0.341385,0.110192,0.263022965,0.684333333,0.6558,0.3017,0.5627564,0.65914888,0.5945,0.0376612,0.732222222,0.3322,0.2115,0.341496667,0.821310437,0.937925,0.16946,0.967836667,0.7181,0.970645161,0.761536569,0.8323,0.519739479,0.483006012,0.64004008,0.562765531,0.602965932,0.0741907,0.1773125,0.71275025,0.57238,0.4848,0.56114,0.769036345,0.052870333,0.1893574,0.687260317,0.1539672,0.6247928,0.0724224,0.6438112,0.1398936,0.6214048,0.2087176,0.6258328,0.3269432,0.4078136,0.6091624,0.56616,0.5318,0.080652077,0.18706905,0.507796528
19,0.9596,0.1521325,0.6961075,0.348315,0.408545,0.2359312,0.21160334,0.475,0.859,0.2656,0.5895052,0.94305342,0.5515,0.129442,0.831111111,0.2358,0.1755,0.177623333,0.917365789,0.773308571,0.3738,0.793324667,0.6144,0.88516129,0.52901322,0.8754,0.625290581,0.529418838,0.573286573,0.56260521,0.495511022,0.1160617,0.2985625,0.719628538,0.6194,0.42442,0.29512,0.583277759,0.049635333,0.23762015,0.990355556,0.0992928,0.337892,0.2699392,0.9818752,0.071628,0.4331336,0.0722704,0.3676896,0.705524,0.789108,0.50878,0.3235288,0.4331,-0.904590947,0.307401229,0.767223169
20,0.9234,0.3165825,0.537335,0.19155,0.7459,0.2470526,0.220283925,0.623133333,0.6,0.2564,0.4864496,0.68069624,0.456,0.2723416,0.943888889,0.1137,0.057,0.40368,0.960146716,0.876232143,0.34622,0.757478,0.2352,0.822580645,0.687614248,0.904,0.535791583,0.422024048,0.676352705,0.618396794,0.733827655,0.2823141,0.14625,0.531948975,0.63298,0.62626,0.40178,0.893934645,0.186512,0.312805,0.988152381,0.117648,0.3824656,0.1072392,0.9149992,0.3357248,0.5768912,0.0583944,0.3921496,0.6937008,0.6599512,0.5464928,0.5671776,0.3695,-0.536787722,0.364382221,0.788535576
21,0.8477,0.261575,0.6860325,0.14551,0.30891,0.1744234,0.003924843,0.826933333,0.9694,0.2128,0.5521812,0.72876348,0.326,0.3253964,0.995555556,0.1592,0.03125,0.206432778,0.878216072,0.909674286,0.05942,0.875509333,0.2974,0.888709677,0.599273815,0.7675,0.605290581,0.433887776,0.548717435,0.653126253,0.522685371,0.10928845,0.25425,0.585747188,0.56256,0.67794,0.28104,0.943894632,0.298318333,0.31969965,0.733368254,0.1787664,0.7669872,0.1063464,0.704872,0.317588,0.31662,0.1499104,0.2794576,0.7499208,0.4558264,0.5245856,0.251676,0.6066,0.250260055,0.295864852,0.639730379
22,0.7746,0.286405,0.592145,0.258675,0.63919,0.0929426,0.269536534,0.4956,0.6314,0.1607,0.5710506,0.7725686,0.5427,0.0357248,0.692222222,0.2081,0.128,0.170206667,0.638686229,0.993815714,0.09162,0.700298,0.5288,0.776774194,0.517799044,0.6483,0.364709419,0.546052104,0.676793587,0.643166333,0.561242485,0.3131016,0.13775,0.580588438,0.73042,0.60788,0.68578,0.873951317,0.265565,0.18164195,0.748798413,0.3490384,0.686316,0.4154536,0.7963664,0.0284272,0.2969176,0.1717152,0.397828,0.301608,0.3345312,0.6022296,0.4330384,0.7075,0.523334022,0.524645035,0.821079063
23,0.9568,0.0339025,0.5048925,0.275305,0.513485,0.3273986,0.164025052,0.631266667,0.8702,0.2061,0.5872242,0.84644532,0.4181,0.0035822,0.720555556,0.3438,0.10175,0.285588333,0.645345115,0.897763571,0.00868,0.880580667,0.378,0.791612903,0.629712206,0.7904,0.431342685,0.741042084,0.682665331,0.796232465,0.57498998,0.20195875,0.2685625,0.704889338,0.55746,0.30696,0.54122,0.903924642,0.137988667,0.137319,0.806661905,0.1242872,0.7600816,0.0052448,0.6191936,0.045748,0.5228912,0.0392328,0.4712088,0.6384456,0.6144656,0.259488,0.5403088,0.4702,0.451769183,0.429017901,0.767782535
24,0.7278,0.139145,0.30434,0.014705,0.47151,0.0884032,0.212605428,0.6216,0.9302,0.2924,0.7076978,0.9153496,0.4293,0.3437912,0.942777778,0.1484,0.148,0.153805,0.80093031,0.902039286,0.10854,0.648364,0.3818,0.682258065,0.819896402,0.8399,0.631022044,0.562905812,0.471963928,0.791402806,0.641843687,0.0818876,0.289,0.612277775,0.67,0.43022,0.66536,0.579873291,0.023756333,0.1965804,0.814560317,0.0036128,0.7224136,0.1128184,0.8134248,0.0331136,0.7126216,0.1361992,0.6116376,0.5552016,0.6563008,0.5708944,0.3192544,0.4574,0.17782626,0.26453756,0.598933713
25,0.8945,0.2953825,0.4805625,0.03336,0.71011,0.2879064,0.195077244,0.679066667,0.6784,0.2044,0.6386484,0.67406626,0.4176,0.2688562,0.771111111,0.1552,0.16975,0.307837778,0.827769256,0.816677143,0.44978,0.973606667,0.292,0.667419355,0.696082278,0.9918,0.600240481,0.675490982,0.468697395,0.522725451,0.61008016,0.0717277,0.2750625,0.367852175,0.70832,0.39192,0.72756,0.542857619,0.356748667,0.17917955,0.901447619,0.237932,0.4455584,0.1456264,0.8295144,0.1977664,0.7082432,0.1016744,0.5380376,0.2900264,0.4280296,0.5928016,0.3216968,0.5376,0.724091891,0.71675692,0.923886569
26,0.8279,0.1807825,0.5552775,0.007605,0.692875,0.3809626,0.001920668,0.710333333,0.7476,0.2493,0.4934996,0.5724858,0.3376,0.240586,0.788333333,0.1157,0.2085,0.188034444,0.848149383,0.951363571,0.01008,0.698724,0.6893,0.952903226,0.642299754,0.7382,0.235390782,0.406012024,0.62503006,0.778376754,0.526633267,0.0723435,0.2706875,0.40322635,0.73154,0.30598,0.73752,0.621657219,0.392737,0.0944735,0.814928571,0.3197488,0.6342096,0.3127896,0.8324216,0.2046952,0.5416208,0.0838344,0.4498064,0.3498656,0.4238176,0.1965408,0.35284,0.5704,0.408409258,0.379197439,0.73158568
27,0.9943,0.28144,0.5579825,0.075545,0.48322,0.4454208,0.092070981,0.869133333,0.845,0.1342,0.5890904,0.76191328,0.5361,0.018879,0.914444444,0.2401,0.19725,0.257919444,0.787609203,0.815455,0.02514,0.865018,0.3602,0.743548387,0.691962561,0.9025,0.429138277,0.423286573,0.503266533,0.826773547,0.630941884,0.25091085,0.2558125,0.4322135,0.47646,0.6493,0.60318,0.764948316,0.275067333,0.22153255,0.705996825,0.3144768,0.696988,0.4221496,0.8665384,0.321256,0.464756,0.1236448,0.2973656,0.2958168,0.4196064,0.6332872,0.4173656,0.5763,0.485090965,0.465329144,0.792349788
28,0.7786,0.3211675,0.5452,0.390295,0.417825,0.1188168,0.255511482,0.5516,0.6008,0.33,0.7711484,0.61250234,0.6422,0.079679,0.755,0.2732,0.21975,0.360322778,0.977095699,0.997327857,0.24336,0.905586,0.5455,0.701935484,0.445249895,0.6169,0.221763527,0.710460922,0.427374749,0.556332665,0.483647295,0.14176925,0.166375,0.689904425,0.54556,0.66226,0.44162,0.809229743,0.030024,0.1048155,0.772861905,0.2371512,0.8928592,0.0300184,0.6567992,0.0449328,0.3664848,0.2296968,0.2488816,0.660644,0.4066904,0.3903728,0.4169584,0.4967,0.195676228,0.272664537,0.613395538
29,0.8525,0.1783,0.698565,0.054655,0.654435,0.049592,0.008096033,0.842933333,0.662,0.1027,0.6432102,0.58764,0.5676,0.3712868,0.973888889,0.1129,0.29725,0.208001667,0.682474158,0.858365714,0.17364,0.903487333,0.6626,0.665483871,0.851250375,0.8466,0.401202405,0.411202405,0.489779559,0.806833667,0.653386774,0.0855821,0.088,0.6515824,0.38714,0.66284,0.6056,0.650043348,0.194599333,0.09759255,0.726020635,0.3445472,0.3896848,0.1335744,0.9037568,0.1802416,0.3956744,0.0139584,0.4478408,0.2823048,0.6388928,0.226212,0.5482472,0.5307,0.536857333,0.458885013,0.88218765
30,0.9916,0.362805,0.5503625,0.27632,0.671225,0.263848,0.050668058,0.718333333,0.6526,0.2757,0.5395326,0.9482626,0.5628,0.0820026,0.935,0.1885,0.29475,0.276175556,0.737162387,0.83546,0.01518,0.758002667,0.3432,0.992580645,0.486445071,0.912,0.319398798,0.444308617,0.732244489,0.554729459,0.543707415,0.3164882,0.256875,0.34721725,0.45228,0.43178,0.59782,0.850560187,0.031439,0.17786625,0.908244444,0.302956,0.6652848,0.0887152,0.6963432,0.1865592,0.5819992,0.0349376,0.6050856,0.366032,0.3286344,0.2958136,0.2166656,0.3392,0.615871657,0.534213961,0.850705752
31,0.9173,0.0346675,0.263295,0.137805,0.67454,0.0691112,0.176212944,0.692333333,0.8346,0.1259,0.7039654,0.93358204,0.6301,0.0688356,0.968888889,0.2535,0.02075,0.254211667,0.891937312,0.694817857,0.4148,0.821127333,0.6546,0.795483871,0.826304474,0.9166,0.342064128,0.391442886,0.538937876,0.631102204,0.475751503,0.13653535,0.3525625,0.5884494,0.40244,0.67696,0.394,0.595541847,0.298924667,0.3154315,0.639684127,0.3638792,0.902276,0.22932,0.6802544,0.2896704,0.6009728,0.2305232,0.550268,0.6237272,0.5990224,0.568676,0.3379808,0.7581,0.293436239,0.431841458,0.852051091
32,0.7639,0.2334975,0.26821,0.048165,0.414955,0.3287604,0.276881002,0.5052,0.797,0.2169,0.609826,0.65630748,0.6128,0.3102932,0.845,0.301,0.199,0.209,0.747452484,0.847370714,0.2839,0.85575,0.4827,0.798387097,0.509788804,0.6531,0.396813627,0.382905812,0.491102204,0.689298597,0.66745491,0.36713365,0.1275,0.697519713,0.71022,0.47958,0.31358,0.808776259,0.233216,0.19756535,0.716284127,0.0662928,0.5469464,0.2810984,0.81924,0.2212016,0.5036744,0.1547008,0.2117544,0.5938072,0.7273376,0.7225776,0.2848544,0.356,0.615655314,0.525246247,0.848251776
33,0.9857,0.07554,0.5316825,0.070675,0.43506,0.1514998,0.030133612,0.834533333,0.8914,0.0297,0.767416,0.91487608,0.5627,0.3668332,0.995555556,0.2781,0.073,0.306268889,0.869943314,0.77453,0.26214,0.97658,0.6402,0.876129032,0.860862583,0.8048,0.520180361,0.64511022,0.73244489,0.751042084,0.721963928,0.3155646,0.28675,0.280153713,0.53404,0.33928,0.49894,0.800826942,0.020925667,0.22268165,0.691668254,0.2793288,0.9000784,0.3087728,0.936904,0.3501928,0.5209448,0.1347128,0.3436656,0.4007768,0.7248104,0.2012544,0.394568,0.6907,-1.671609516,0.277158296,0.736709072
34,0.7289,0.351535,0.3372725,0.16701,0.713645,0.3119648,0.151503132,0.859266667,0.721,0.1587,0.660628,0.93287168,0.4225,0.1542268,0.804444444,0.2527,0.03875,0.177195,0.843104368,0.784761429,0.00428,0.815357333,0.4835,0.758709677,0.827906442,0.7248,0.368436874,0.719398798,0.456292585,0.61004008,0.696212425,0.32233785,0.163375,0.371536988,0.65696,0.5804,0.72196,0.91618873,0.315908,0.1995353,0.895203175,0.3578256,0.4910728,0.43554,0.7641888,0.1074928,0.4915128,0.0654976,0.5373824,0.3349056,0.7147024,0.6585216,0.21178,0.3749,0.264909539,0.408709295,0.852816605
35,0.7494,0.1905225,0.5206225,0.07757,0.67012,0.2139156,0.134475992,0.7022,0.8376,0.063,0.7964458,0.73018418,0.4145,0.1073682,0.722222222,0.3107,0.21575,0.392555556,0.770256752,0.983584286,0.04784,0.742264667,0.5082,0.870322581,0.49949001,0.6624,0.616733467,0.479458918,0.72006012,0.76759519,0.539438878,0.1285306,0.3299375,0.599503788,0.57162,0.3985,0.60852,0.600536846,0.391523667,0.3228187,0.65162381,0.2844056,0.5488296,0.1150504,0.9756728,0.2974144,0.274052,0.1964936,0.318332,0.3303208,0.334812,0.6954024,0.2563576,0.63,0.428430733,0.369234889,0.805917338
36,0.7626,0.0073525,0.3404675,0.159505,0.31311,0.3024322,0.225962422,0.5392,0.8846,0.2838,0.883535,0.79222168,0.4633,0.2097988,0.899444444,0.2809,0.092,0.154518333,0.66048016,0.980835714,0.41318,0.913979333,0.6916,0.914516129,0.683265935,0.5666,0.238256513,0.612224449,0.541763527,0.647815631,0.752785571,0.07834705,0.4348125,0.582062375,0.46304,0.45654,0.73218,0.905515172,0.099978667,0.09430935,0.8603,0.380672,0.8991368,0.1110328,0.749844,0.3477472,0.3175928,0.044684,0.6376264,0.342144,0.8317864,0.2539416,0.4939,0.7304,0.586142833,0.478017577,0.825345169
37,0.9151,0.255845,0.4228025,0.035185,0.602075,0.0400596,0.219615866,0.6558,0.9054,0.321,0.8370874,0.64873038,0.5194,0.289962,0.817777778,0.1133,0.083,0.219553889,0.661083695,0.774225,0.28994,0.840362667,0.4503,0.891935484,0.771148777,0.7211,0.270581162,0.676953908,0.358456914,0.769058116,0.556973948,0.14300075,0.3453125,0.486011688,0.35448,0.58466,0.75064,0.630966989,0.259095,0.19083485,0.868566667,0.1172576,0.8781056,0.343812,0.9754784,0.2383184,0.2859712,0.2947824,0.5810616,0.6012872,0.4774464,0.7198048,0.2233824,0.4129,0.327605399,0.307603124,0.664230171
38,0.8116,0.1322675,0.4417275,0.371635,0.71276,0.1317538,0.048329854,0.651,0.6276,0.2529,0.7097714,0.73042094,0.3855,0.1112408,0.704444444,0.2875,0.0555,0.174342778,0.732720907,0.755595,0.38676,0.763948,0.3054,0.822258065,0.764969501,0.9863,0.393947896,0.471342685,0.486953908,0.574348697,0.58511022,0.1222192,0.159625,0.59876685,0.68624,0.55602,0.47466,0.61348116,0.379393,0.1309168,0.933226984,0.3878968,0.4031824,0.3661304,0.8361048,0.0549184,0.4586744,0.0156104,0.5487392,0.2782032,0.5597136,0.3923136,0.2522864,0.7017,0.726502769,0.705455204,0.923108138
39,0.9847,0.082035,0.4982575,0.081425,0.621295,0.4481444,0.059181628,0.783533333,0.8924,0.0535,0.8130342,0.632629,0.3908,0.2845402,0.809444444,0.1854,0.205,0.286016111,0.833014338,0.987249286,0.2809,0.885476667,0.3371,0.882903226,0.619871203,0.9597,0.261342685,0.718156313,0.47260521,0.770821643,0.689579158,0.2321305,0.4021875,0.417228613,0.6243,0.54576,0.4438,0.633464488,0.324804,0.280794,0.641336508,0.3043224,0.6659128,0.1949496,0.7864808,0.2269072,0.7177296,0.0050384,0.6402472,0.279892,0.8247672,0.5645168,0.573488,0.7716,-0.501555392,0.318747732,0.771205829
40,0.9599,0.356885,0.298195,0.305525,0.43837,0.2608974,0.132471816,0.7632,0.6122,0.2295,0.8499434,0.97099394,0.3854,0.2570446,0.823888889,0.3279,0.165,0.272467222,0.994248083,0.938688571,0.11224,0.828296667,0.2432,0.886129032,0.742083358,0.8724,0.540641283,0.686513026,0.446092184,0.756513026,0.532965932,0.09620375,0.428625,0.28064505,0.52064,0.658,0.72124,0.84057019,0.270417333,0.32528105,0.98741746,0.015524,0.895684,0.3500616,0.8204032,0.1902272,0.4010256,0.0293216,0.6422128,0.47244,0.7205992,0.4879824,0.2073024,0.7226,-0.795131762,0.34942143,0.741856161
