Sim_No.,1:V__TIMP.bsn,2:V__SFTMP.bsn,3:V__SMTMP.bsn,4:V__SMFMN.bsn,5:V__SMFMX.bsn,6:V__SNOCOVMX.bsn,7:V__SURLAG.bsn,8:V__ADJ_PKR.bsn,9:V__EVRCH.bsn,10:V__TRNSRCH.bsn,11:V__GW_DELAY.gw,12:V__GWQMN.gw,13:V__ALPHA_BF.gw,14:V__REVAPMN.gw,15:V__GW_REVAP.gw,16:V__RCHRG_DP.gw,17:V__GW_SPYLD.gw,18:V__LAT_TTIME.hru,19:V__OV_N.hru,20:V__SLSUBBSN.hru,21:R__HRU_SLP.hru,22:V__SLSOIL.hru,23:V__ESCO.hru,24:V__CH_N2.rte,25:V__CH_K2.rte,26:V__ALPHA_BNK.rte,27:R__CH_WDR.rte,28:R__CH_D.rte,29:R__CH_W2.rte,30:R__CH_L2.rte,31:R__CH_S2.rte,32:V__SOL_K(..).sol,33:V__SOL_BD(..).sol,34:V__ELEVB(..).sub,35:R__CH_L1.sub,36:R__CH_S1.sub,37:R__CH_W1.sub,38:V__CH_N1.sub,39:V__CH_K1.sub,40:V__PLAPS.sub,41:V__CN2.mgt,42:V__RAINHHMX(..).wgn,43:V__RAINHHMX(..).wgn,44:V__RAINHHMX(..).wgn,45:V__RAINHHMX(..).wgn,46:V__RAINHHMX(..).wgn,47:V__RAINHHMX(..).wgn,48:V__RAINHHMX(..).wgn,49:V__RAINHHMX(..).wgn,50:V__RAINHHMX(..).wgn,51:V__RAINHHMX(..).wgn,52:V__RAINHHMX(..).wgn,53:V__RAINHHMX(..).wgn,54:V__BIOMIX.mgt,NSE,bR?,D
2194,0.9149,0.067065,0.52602,0.25446,0.86827,0.256078,0.103503132,0.326333333,0.8968,0.1759,0.5765294,0.65268144,0.5195,0.039934,0.778333333,0.2326,0.16525,0.196985556,0.999196399,0.986958571,0.302,0.75712,0.9687,0.899677419,0.787548649,0.8281,0.387014028,0.644368737,0.605190381,0.847254509,0.565370741,0.11546125,0.1785,0.537924738,0.59322,0.59544,0.6722,0.508299433,0.247456667,0.1684139,0.827566667,0.3110008,0.3778376,0.5564256,0.6414024,0.0526824,0.269784,0.1484896,0.340984,0.5264016,0.4754304,0.4587712,0.4000192,0.5709,0.342148519,0.498522521,0.877033828
2195,0.9041,0.1984225,0.4749375,0.146855,0.795035,0.1903818,0.144300626,0.3296,0.6972,0.1914,0.56973,0.63095156,0.5621,0.1247104,0.845555556,0.2071,0.23775,0.229095556,0.870290097,0.890722857,0.32034,0.756929333,0.4817,0.825806452,0.65297934,0.8182,0.400841683,0.677114228,0.730380762,0.743727455,0.567815631,0.0614052,0.1833125,0.504769438,0.51804,0.60854,0.54046,0.667339113,0.13103,0.13513685,0.751620635,0.4678784,0.6087408,0.5328808,0.757328,0.191744,0.5377296,0.1782736,0.5208408,0.6502392,0.6098056,0.4305432,0.3565944,0.7928,0.645404219,0.598458585,0.874268687
2196,0.9818,0.1489275,0.5327925,0.257045,0.818435,0.3158226,0.096058455,0.650666667,0.6924,0.1268,0.4721588,0.85173292,0.4106,0.1319712,0.885,0.2424,0.206,0.308260556,0.792277426,0.82509,0.42204,0.804706,0.5273,0.836451613,0.733089538,0.9929,0.354268537,0.672144289,0.670480962,0.87004008,0.568897796,0.10926605,0.272625,0.457978888,0.75132,0.57748,0.60902,0.591653885,0.022928667,0.15216635,0.785146032,0.2840872,0.519988,0.3430032,0.6944424,0.2240984,0.387696,0.2617064,0.4940152,0.5311536,0.4792528,0.4040688,0.4173032,0.5214,0.361401391,0.470230594,0.888763445
2197,0.9903,0.06253,0.4106975,0.333345,0.79157,0.190954,0.057240084,0.5694,0.8096,0.2053,0.7053776,0.7432227,0.4376,0.1260398,0.92,0.073,0.215,0.316288333,0.776425475,0.934132143,0.28006,0.884746667,0.6058,0.946451613,0.650874583,0.9316,0.324248497,0.609038076,0.656032064,0.784228457,0.58761523,0.0586113,0.262625,0.584284725,0.7595,0.62218,0.6719,0.680256752,0.158517667,0.1753647,0.888247619,0.3256968,0.6804256,0.5266152,0.8311104,0.113728,0.2549432,0.133832,0.3570568,0.4583328,0.6904688,0.3879384,0.3833064,0.7217,0.756451957,0.687019541,0.934570197
2198,0.9292,0.20938,0.539565,0.261235,0.66243,0.2872092,0.145336117,0.473666667,0.75,0.2432,0.624125,0.69878784,0.3947,0.036048,0.911111111,0.2144,0.237,0.27171,0.860383461,0.969914286,0.50082,0.805752667,0.6152,0.816774194,0.56247715,0.9634,0.394869739,0.501963928,0.603346693,0.860841683,0.500180361,0.0204684,0.29275,0.579117675,0.64034,0.52204,0.50792,0.381347116,0.040108333,0.2399204,0.904353968,0.1863488,0.5155992,0.5156024,0.6351008,0.1621984,0.1522776,0.1057392,0.414104,0.5660968,0.8152872,0.5457352,0.3997336,0.6724,0.71968488,0.637899703,0.926215614
2199,0.8847,0.09578,0.26693,0.32114,0.59699,0.3100998,0.117164927,0.480333333,0.7178,0.2174,0.714047,0.58999902,0.3932,0.0088458,0.796111111,0.2353,0.27425,0.241137222,0.878586195,0.881023571,0.37518,0.867900667,0.6683,0.859677419,0.697967241,0.9375,0.31997996,0.681543086,0.654028056,0.73,0.592805611,0.01135785,0.250625,0.457835362,0.51252,0.546,0.64092,0.689136379,0.241774333,0.20004005,0.858093651,0.449464,0.6011824,0.2968632,0.6702856,0.1396112,0.2844208,0.2401904,0.3613576,0.5702904,0.521496,0.2240056,0.4111608,0.5473,0.739966567,0.681297043,0.914375622
2200,0.8301,0.24943,0.3199475,0.274795,0.843135,0.2034294,0.053565762,0.281333333,0.8822,0.2735,0.6992582,0.7311041,0.391,0.093929,0.820555556,0.1682,0.205,0.298781111,0.818156052,0.811907143,0.28326,0.841442667,0.8823,0.786774194,0.582471751,0.9046,0.204829659,0.570681363,0.634048096,0.845651303,0.571543086,0.0818129,0.3114375,0.676143488,0.65784,0.60282,0.66336,0.7733011,0.222215667,0.12471065,0.863244444,0.475492,0.6277592,0.3365472,0.815356,0.2072496,0.2254648,0.2344592,0.3307968,0.4305184,0.7053784,0.5304816,0.3624504,0.6469,0.638406506,0.521215837,0.855373595
2201,0.8807,0.1950225,0.3898,0.2568,0.94584,0.2120134,0.070810021,0.339,0.7836,0.1203,0.6497928,0.6517064,0.5018,0.1845346,0.831111111,0.1771,0.28275,0.174782222,0.821993998,0.914828571,0.35804,0.891979333,0.7304,0.893548387,0.600887982,0.7866,0.158597194,0.539458918,0.761923848,0.68002004,0.488036072,0.13198175,0.335625,0.609976438,0.67344,0.5857,0.69748,0.608406135,0.059535,0.09317135,0.733453968,0.4036048,0.4575688,0.569148,0.8638008,0.1874712,0.2236352,0.108276,0.5075976,0.591396,0.8477816,0.3449824,0.2888848,0.725,0.246498757,0.445364192,0.873365481
2202,0.864,0.163915,0.1759875,0.154,0.85982,0.1637142,0.05177453,0.4378,0.7454,0.3107,0.4311924,0.63443388,0.5593,0.1498672,0.897777778,0.0951,0.242,0.264365556,0.944834945,0.904847143,0.34328,0.87561,0.8501,0.886451613,0.733352533,0.8946,0.484428858,0.498597194,0.752024048,0.861122244,0.660541082,0.2179855,0.187375,0.657771725,0.79324,0.69058,0.49764,0.398099366,0.259350667,0.2170696,0.805373016,0.4149368,0.2878664,0.4311064,0.685252,0.081984,0.3486632,0.1358056,0.4763576,0.5846864,0.5853392,0.491032,0.3665936,0.772,0.442282383,0.377059042,0.739632315
2203,0.859,0.2388525,0.55698,0.30228,0.7959,0.1579914,0.095306889,0.540066667,0.7516,0.2671,0.6671312,0.76550976,0.4907,0.1165294,0.862222222,0.2381,0.1305,0.337808333,0.91981994,0.977542143,0.45994,0.790716,0.5157,0.818064516,0.756635867,0.9887,0.461062124,0.502284569,0.81496994,0.863507014,0.623206413,0.00564855,0.1445,0.412193025,0.81136,0.53582,0.61408,0.692974325,0.239924,0.2174171,0.761079365,0.1882968,0.621176,0.4527528,0.6252544,0.2313016,0.3208112,0.271196,0.4928832,0.6737216,0.6499464,0.2378568,0.457872,0.7794,0.267750987,0.311649756,0.658681974
2204,0.9269,0.230035,0.5515625,0.16029,0.874555,0.2701556,0.005227557,0.5584,0.6932,0.1547,0.6334742,0.82693858,0.4575,0.0483196,0.791111111,0.1219,0.1985,0.245663333,0.95993998,0.837425714,0.32194,0.785671333,0.6026,0.934193548,0.650085398,0.8641,0.336012024,0.519038076,0.59747495,0.706012024,0.661042084,0.095418,0.1419375,0.640548212,0.72294,0.5978,0.55642,0.733741247,0.233448667,0.13991555,0.743006349,0.2762968,0.6462904,0.3621808,0.745512,0.1105536,0.5279712,0.1524352,0.3801472,0.4795784,0.662944,0.3309568,0.3620224,0.6198,0.739644262,0.702158255,0.924939602
2205,0.8681,0.05447,0.51654,0.328415,0.810635,0.1694368,0.150709812,0.661466667,0.7904,0.1236,0.4711388,0.73890458,0.5141,0.1867844,0.798333333,0.087,0.17925,0.264621667,0.878462821,0.975376429,0.31836,0.811178,0.7572,0.841612903,0.584971101,0.7858,0.300521042,0.562905812,0.63254509,0.819138277,0.600941884,0.055453,0.2331875,0.6115553,0.70214,0.58514,0.64014,0.524848283,0.028347,0.11341555,0.874106349,0.3049808,0.3310232,0.3982576,0.6316872,0.14828,0.4405536,0.1742336,0.3252504,0.633048,0.475048,0.3265736,0.4175896,0.6096,-1.483169655,0.309110589,0.760425843
2206,0.8674,0.049685,0.468165,0.191595,0.933275,0.1986224,0.122818372,0.596266667,0.852,0.1356,0.4549904,0.76411684,0.4388,0.0234694,0.915555556,0.0758,0.18525,0.316117222,0.770606869,0.822359286,0.57918,0.802326667,0.9379,0.820322581,0.656794064,0.774,0.354428858,0.673987976,0.559719439,0.838597194,0.562725451,0.0162168,0.32125,0.61370825,0.63798,0.44682,0.53366,0.558352784,0.051738,0.16641555,0.742444444,0.4592024,0.6765248,0.2919264,0.8416136,0.0133688,0.2242448,0.2732632,0.5095216,0.4779008,0.713024,0.3381448,0.305312,0.7516,-0.096864799,0.392758891,0.842417327
2207,0.8095,0.17273,0.386705,0.25076,0.79352,0.2511564,0.121686848,0.623533333,0.7632,0.2965,0.6062766,0.64724898,0.4536,0.1864776,0.781111111,0.1531,0.2015,0.325255,0.827442481,0.875750714,0.37378,0.897785333,0.7505,0.948709677,0.558925421,0.8763,0.270160321,0.640160321,0.528156313,0.683226453,0.548697395,0.07549625,0.31125,0.6141388,0.68968,0.62888,0.74408,0.463291097,0.162746667,0.1073336,0.893396825,0.3079904,0.6762808,0.1966072,0.7902808,0.057444,0.461696,0.2566328,0.4531536,0.5823104,0.6621792,0.4258096,0.285028,0.7086,0.60274383,0.478265629,0.83165454
2208,0.8257,0.142,0.4577175,0.288845,0.91724,0.2936186,0.077778706,0.530466667,0.7914,0.2295,0.4391818,0.73193984,0.5192,0.05241,0.822777778,0.1623,0.31525,0.251982778,0.808622874,0.820005714,0.56742,0.789478667,0.5673,0.820967742,0.648901422,0.9916,0.406973948,0.489539078,0.717795591,0.699358717,0.668977956,0.10987345,0.1750625,0.483383575,0.79592,0.50768,0.6512,0.408596199,0.193802667,0.2098581,0.802563492,0.3241032,0.5865528,0.531552,0.7541768,0.0670888,0.242948,0.150556,0.3421152,0.4555376,0.774764,0.4966424,0.2577448,0.5757,0.720310903,0.614036343,0.899062433
2209,0.9478,0.09981,0.205205,0.30438,0.63968,0.1713826,0.090501044,0.430466667,0.8112,0.2366,0.6656014,0.65421368,0.5502,0.0541486,0.941666667,0.156,0.2315,0.302624444,0.890100033,0.876221429,0.4733,0.84801,0.9091,0.88483871,0.695862683,0.8225,0.246272545,0.681983968,0.583887776,0.706272545,0.508517034,0.1459513,0.1658125,0.4126236,0.65658,0.64238,0.65404,0.579746582,0.076186333,0.139568,0.836742857,0.3239264,0.5460776,0.3452816,0.76468,0.1958952,0.2447784,0.2653704,0.4513432,0.6784736,0.848164,0.2301424,0.4455872,0.6112,0.754987805,0.717183574,0.931092066
2210,0.8667,0.0314225,0.36213,0.348875,0.923305,0.1973634,0.127436326,0.378266667,0.7176,0.2359,0.4495508,0.59779952,0.4125,0.0486264,0.882777778,0.1707,0.13925,0.22141,0.879576526,0.984886429,0.52714,0.883604,0.7925,0.940967742,0.582866343,0.8902,0.390440882,0.643186373,0.846352705,0.880300601,0.583206413,0.02727095,0.2200625,0.515964725,0.7365,0.59614,0.4343,0.642917639,0.069975,0.2268876,0.72455873,0.1829848,0.44172,0.326104,0.833736,0.0918736,0.5389496,0.224312,0.4306296,0.495792,0.6268176,0.5180328,0.4394448,0.4987,0.609978406,0.569475417,0.85795739
2211,0.8406,0.013665,0.364065,0.32755,0.53654,0.1411668,0.064212944,0.370733333,0.76,0.211,0.6295646,0.79531876,0.4027,0.201408,0.808888889,0.188,0.14525,0.206892222,0.949169723,0.830552143,0.41406,0.778628667,0.8441,0.923225806,0.682971341,0.9352,0.273226453,0.490721443,0.661743487,0.856853707,0.647314629,0.16903135,0.2818125,0.650164675,0.74658,0.63068,0.48738,0.524041347,0.060724333,0.1192369,0.752931746,0.3276448,0.481464,0.5011712,0.7770208,0.1335064,0.2508768,0.1277248,0.3639608,0.561764,0.7011728,0.3334112,0.2693152,0.7415,0.752400291,0.691299097,0.932632167
2212,0.8808,0.0500625,0.5380175,0.31362,0.572075,0.2476084,0.121123173,0.555733333,0.8026,0.2761,0.3995754,0.72037842,0.4139,0.117961,0.936111111,0.0894,0.117,0.23644,0.799333111,0.898915,0.35904,0.918532667,0.7423,0.833548387,0.76900102,0.9402,0.271703407,0.556953908,0.668116232,0.707354709,0.655551102,0.19356915,0.2564375,0.555578863,0.6766,0.44208,0.43904,0.493364455,0.206885667,0.20777285,0.8698,0.4177696,0.3066408,0.2524312,0.6097624,0.1514544,0.2893,0.271948,0.4309688,0.6554112,0.687028,0.3819776,0.3830208,0.5914,0.688591047,0.572611642,0.882052293
2213,0.9466,0.0947725,0.2636425,0.31843,0.683665,0.186147,0.114150313,0.3606,0.8796,0.1777,0.480828,0.85354376,0.4826,0.1405612,0.929444444,0.2351,0.22775,0.232767778,0.879453151,0.853151429,0.31256,0.855147333,0.7319,0.880645161,0.601282574,0.7938,0.394188377,0.510601202,0.525310621,0.81260521,0.543306613,0.21567745,0.27325,0.44018125,0.76314,0.63514,0.68264,0.715778593,0.007334667,0.21724335,0.764169841,0.2791296,0.5329112,0.1928096,0.7272632,0.2348424,0.2252616,0.1844744,0.426668,0.6077488,0.6113344,0.5338128,0.2516024,0.5414,0.699505502,0.595672416,0.930393417
2214,0.8655,0.15724,0.182955,0.125035,0.89514,0.3049494,0.083716075,0.579533333,0.7808,0.3116,0.7162568,0.75492344,0.5589,0.0253102,0.863888889,0.0773,0.269,0.206550556,0.781007002,0.971797857,0.42224,0.839729333,0.8692,0.780645161,0.713094738,0.9406,0.425751503,0.56507014,0.720140281,0.878436874,0.614669339,0.17583395,0.306625,0.54337885,0.72262,0.4581,0.65326,0.76099033,0.097198667,0.20551385,0.745722222,0.2077736,0.5248648,0.404524,0.6126512,0.2360632,0.2773056,0.1460464,0.5399696,0.5230472,0.4828848,0.3818016,0.3033128,0.5548,0.449376025,0.3790629,0.741154071
2215,0.9624,0.195905,0.19437,0.31128,0.79872,0.1847736,0.013240084,0.645533333,0.8362,0.203,0.5042858,0.6337374,0.4558,0.1543668,0.873888889,0.1662,0.331,0.263426111,0.787695899,0.959556429,0.48506,0.769111333,0.5494,0.929677419,0.724933701,0.8289,0.286032064,0.468356713,0.794148297,0.814488978,0.64260521,0.14655865,0.3406875,0.559741213,0.52544,0.51688,0.48074,0.588022674,0.044073,0.202386,0.743474603,0.411572,0.358332,0.5342104,0.6638528,0.1010304,0.3370752,0.1672808,0.3519632,0.5037584,0.5818984,0.2280384,0.270172,0.5059,0.670351,0.641970521,0.90030622
2216,0.9298,0.09767,0.4319825,0.298955,0.561675,0.119764,0.145244259,0.326533333,0.77,0.2908,0.4199734,0.85535458,0.5133,0.014368,0.788333333,0.1628,0.25475,0.176233889,0.871030343,0.861625714,0.438,0.831925333,0.5187,0.940645161,0.730063999,0.8392,0.405270541,0.635831663,0.723326653,0.803947896,0.568316633,0.03723185,0.256125,0.663799988,0.58864,0.46758,0.68342,0.688936312,0.01381,0.1020336,0.807339683,0.4963856,0.598988,0.39446,0.8665576,0.2105464,0.4923944,0.224876,0.41682,0.5732256,0.6759416,0.5267992,0.2628872,0.5665,0.421152331,0.41813207,0.755890034
2217,0.9628,0.1287775,0.182375,0.33581,0.90229,0.3426046,0.124137787,0.508666667,0.7718,0.1405,0.3910762,0.65449228,0.4689,0.1142796,0.803333333,0.2283,0.268,0.233963333,0.778036012,0.835542857,0.41466,0.915201333,0.4879,0.899354839,0.565634087,0.9255,0.399639279,0.541823647,0.847855711,0.860581162,0.677995992,0.20413745,0.2728125,0.662364688,0.66872,0.55532,0.54914,0.726678893,0.230277,0.21819905,0.840207937,0.4314032,0.6650648,0.3743328,0.7887056,0.1126288,0.3096296,0.211252,0.5164264,0.4689552,0.7709416,0.4964672,0.2366032,0.613,0.064004483,0.447678411,0.849831062
2218,0.8707,0.20006,0.196885,0.157825,0.894705,0.1550156,0.15834238,0.335133333,0.814,0.1473,0.4745386,0.68848008,0.5208,0.1081438,0.846666667,0.2207,0.21425,0.256936111,0.972324108,0.814261429,0.48646,0.881224667,0.8116,0.792258065,0.559057019,0.9852,0.191523046,0.578036072,0.536052104,0.799819639,0.543206413,0.0062559,0.2959375,0.54983765,0.55476,0.63152,0.72118,0.709723241,0.229880333,0.1795352,0.90332381,0.280192,0.2354432,0.4261696,0.845552,0.2154296,0.2201792,0.1911456,0.5212936,0.5310144,0.8355488,0.4926104,0.2867424,0.6851,-0.36990867,0.389767095,0.81412109
2219,0.808,0.0467875,0.502415,0.353065,0.72418,0.2178506,0.079194154,0.414933333,0.8826,0.2712,0.7169366,0.69224102,0.5337,0.1172452,0.914444444,0.1118,0.1275,0.289045556,0.756242081,0.831493571,0.45196,0.792048,0.6564,0.866129032,0.587733445,0.9697,0.346753507,0.570581162,0.743807615,0.837274549,0.522825651,0.1567625,0.29775,0.592465888,0.68684,0.6747,0.43318,0.606792264,0.228559,0.0817025,0.818388889,0.4379544,0.5768,0.553768,0.7382912,0.1640296,0.532444,0.1618312,0.4447776,0.522628,0.8403272,0.3234176,0.3090264,0.5112,0.611698957,0.486473867,0.836303373
2220,0.8415,0.0848225,0.2346175,0.150425,0.70858,0.1622262,0.114246347,0.391733333,0.851,0.2319,0.5877484,0.84727548,0.4708,0.1157112,0.842222222,0.1252,0.19425,0.179735,0.760203401,0.899009286,0.52992,0.825834667,0.7287,0.811612903,0.637588648,0.8892,0.461743487,0.613046092,0.821342685,0.863386774,0.54987976,0.2312262,0.142125,0.6259082,0.6476,0.62108,0.476,0.503254418,0.18997,0.155468,0.765949206,0.4478704,0.2115488,0.2273672,0.7511576,0.1904008,0.3199984,0.2315464,0.410708,0.439044,0.7982752,0.4945384,0.4655856,0.6564,0.747861727,0.721866756,0.920732308
2221,0.9872,0.11971,0.270415,0.27455,0.904675,0.2724448,0.086826722,0.4516,0.8242,0.204,0.480318,0.71132432,0.5111,0.1328916,0.816666667,0.1735,0.32325,0.330122778,0.773701234,0.995715714,0.5064,0.738561333,0.7706,0.798387097,0.65350553,0.9242,0.193907816,0.650961924,0.712264529,0.908156313,0.629759519,0.07816865,0.1770625,0.445491825,0.63436,0.44988,0.55152,0.77975992,0.096009333,0.1711942,0.821385714,0.2993144,0.4712232,0.5370584,0.6873528,0.2026104,0.4608832,0.219896,0.4090104,0.4405816,0.7097744,0.420024,0.1906072,0.7851,0.762285521,0.701457893,0.935313855
2222,0.9701,0.0161825,0.24081,0.201335,0.732415,0.1198786,0.038584551,0.6034,0.8586,0.1532,0.4334022,0.66493936,0.5638,0.0642726,0.881666667,0.1385,0.146,0.306211111,0.96897966,0.951646429,0.37338,0.736562667,0.4941,0.939677419,0.703886722,0.9819,0.349158317,0.59002004,0.597635271,0.84246493,0.489398798,0.2099682,0.269125,0.517112975,0.62474,0.50128,0.64868,0.602150717,0.180587333,0.24018105,0.77671746,0.4544216,0.3763752,0.454272,0.7364536,0.239604,0.237256,0.2789944,0.5166528,0.4618272,0.71398,0.2564416,0.3204544,0.6732,0.538818427,0.53981421,0.891915008
2223,0.9481,0.05296,0.303115,0.185065,0.562325,0.265692,0.051022965,0.6812,0.713,0.2806,0.4820178,0.8385,0.4042,0.1453676,0.901666667,0.217,0.22925,0.183663333,0.841313771,0.988747143,0.29782,0.889695333,0.9561,0.890322581,0.794915102,0.9872,0.239619238,0.518597194,0.725350701,0.7049499,0.489198397,0.23098325,0.2674375,0.477929475,0.64822,0.6623,0.52608,0.732934311,0.129312,0.16163685,0.766792063,0.4439752,0.296156,0.563072,0.6563696,0.161588,0.335652,0.154972,0.472396,0.5413576,0.749724,0.280812,0.3883056,0.5976,0.663497426,0.550220702,0.869799627
2224,0.8788,0.2197075,0.3766425,0.162385,0.79287,0.227808,0.061010438,0.582,0.6946,0.1804,0.5976074,0.59097408,0.4648,0.1775806,0.907777778,0.0856,0.26525,0.212186667,0.862487496,0.875091429,0.31356,0.749696,0.9263,0.930967742,0.767422452,0.9418,0.374228457,0.593366733,0.77503006,0.790761523,0.559098196,0.1138821,0.1890625,0.45051535,0.65596,0.61522,0.64898,0.574498166,0.172658,0.21298595,0.786644444,0.297544,0.2978632,0.4804752,0.7385544,0.2164064,0.4019272,0.1490528,0.4138776,0.6115224,0.566224,0.414764,0.38602,0.4972,0.630720258,0.571545651,0.918212083
2225,0.8275,0.11568,0.1875975,0.21637,0.54239,0.3218886,0.054129436,0.2866,0.7612,0.2257,0.5292736,0.73444716,0.4733,0.0377864,0.840555556,0.1197,0.1525,0.299806111,0.800820273,0.851644286,0.36182,0.753978667,0.7632,0.840322581,0.581814164,0.9657,0.353927856,0.477094188,0.687915832,0.651242485,0.592625251,0.0968757,0.260625,0.653752925,0.59542,0.49974,0.68058,0.751503835,0.263315,0.2283646,0.724371429,0.4484016,0.3422392,0.2837616,0.8023592,0.1650064,0.205948,0.2121912,0.4145568,0.6282952,0.5165264,0.2920336,0.309312,0.5794,0.587143579,0.486748269,0.829263437
2226,0.9839,0.0241175,0.3238175,0.250635,0.587025,0.187177,0.096718163,0.3286,0.8784,0.293,0.536073,0.8064623,0.4738,0.1316644,0.799444444,0.2397,0.171,0.293401111,0.904588196,0.82735,0.41886,0.858288667,0.5018,0.897419355,0.75900362,0.8705,0.368416834,0.631943888,0.715270541,0.91242485,0.57761523,0.1817862,0.195375,0.394538913,0.68384,0.5687,0.48722,0.634644882,0.216797333,0.20012695,0.757052381,0.346236,0.6675032,0.3881944,0.836756,0.2000464,0.2919432,0.2601088,0.5062392,0.436808,0.61554,0.3246448,0.248888,0.5521,0.339340805,0.315700947,0.671065009
2227,0.8312,0.0820525,0.32169,0.13231,0.56341,0.1711536,0.087674322,0.375466667,0.743,0.3007,0.5744896,0.83738564,0.443,0.1425042,0.817222222,0.2335,0.176,0.311163889,0.848372791,0.863603571,0.21664,0.801184667,0.7175,0.959677419,0.708622428,0.8459,0.171563126,0.479699399,0.740961924,0.675771543,0.563807615,0.03905395,0.2141875,0.399131838,0.61088,0.69364,0.54346,0.392247416,0.150324333,0.07718445,0.8094,0.2081272,0.3895416,0.509336,0.8279592,0.148524,0.3041408,0.2467672,0.39622,0.5563128,0.829432,0.4834928,0.3230256,0.5156,0.341917811,0.338252024,0.693877264
2228,0.9433,0.21127,0.330785,0.222535,0.604575,0.2502408,0.1637119,0.4592,0.7608,0.2882,0.4111342,0.85256866,0.4808,0.0625342,0.868888889,0.0766,0.23825,0.318764444,0.819146382,0.82622,0.37438,0.864094,0.4906,0.793870968,0.662713546,0.9166,0.179579158,0.470180361,0.690601202,0.803026052,0.646032064,0.2104541,0.22,0.642988225,0.5431,0.45656,0.44188,0.759576526,0.122572,0.0962992,0.756771429,0.4198944,0.50926,0.3549656,0.8091856,0.009584,0.2598224,0.2506192,0.4572288,0.5523992,0.6088496,0.5373192,0.3301672,0.6999,0.371019047,0.335910614,0.693865011
2229,0.8985,0.1801625,0.2692525,0.16645,0.84487,0.120222,0.147411273,0.284,0.8652,0.2887,0.5936978,0.66048194,0.5286,0.0565006,0.847777778,0.1855,0.2905,0.237379444,0.972570857,0.966712857,0.437,0.805182,0.8173,0.90516129,0.688364633,0.7682,0.213867735,0.542264529,0.831583166,0.706553106,0.58006012,0.13538305,0.3155,0.607249388,0.63862,0.54362,0.6313,0.511123708,0.083719,0.1632008,0.902106349,0.4186552,0.2432456,0.4312968,0.8585488,0.0514616,0.25108,0.0962496,0.3235528,0.5026408,0.6287288,0.4044192,0.4268744,0.6996,0.724772946,0.62661281,0.902334762
2230,0.9103,0.007745,0.4975775,0.2356,0.807385,0.1820266,0.075803758,0.430266667,0.8836,0.1824,0.5965876,0.85410088,0.5472,0.095463,0.906666667,0.2176,0.22225,0.29955,0.861373791,0.866805,0.44398,0.777106,0.5226,0.893225806,0.742429151,0.8861,0.193046092,0.504328657,0.838456914,0.754509018,0.572625251,0.067236,0.21175,0.400997738,0.73492,0.49028,0.57062,0.608002668,0.094687667,0.19187285,0.857438095,0.370848,0.323952,0.4588288,0.7596912,0.0028688,0.4389272,0.1241544,0.3569432,0.677076,0.5784576,0.4235304,0.2304608,0.7492,0.713870964,0.613933554,0.933292439
2231,0.862,0.2004375,0.5480775,0.29624,0.606095,0.3380264,0.018797495,0.399066667,0.7232,0.1607,0.6514926,0.7189855,0.4456,0.0699994,0.793888889,0.2613,0.24625,0.307577222,0.856915639,0.901457143,0.39352,0.790906,0.6875,0.822903226,0.766896262,0.9056,0.43256513,0.604509018,0.531683367,0.914809619,0.67995992,0.03759625,0.2191875,0.579404725,0.74484,0.62692,0.42988,0.62213071,0.027818333,0.2210663,0.845826984,0.2006912,0.346872,0.5095264,0.6193464,0.1929648,0.2287176,0.2067424,0.3868248,0.4963504,0.5505504,0.5450336,0.2644584,0.7373,0.302791527,0.442040085,0.886230705
2232,0.8791,0.18243,0.340845,0.150795,0.634695,0.2941908,0.071185804,0.640866667,0.6896,0.1853,0.437482,0.75631636,0.4052,0.2037602,0.921666667,0.1389,0.322,0.276833889,0.986442147,0.868688571,0.41168,0.889029333,0.9618,0.887419355,0.797545849,0.9789,0.443146293,0.54745491,0.537054108,0.80248497,0.546352705,0.08242025,0.1446875,0.668249388,0.58344,0.45198,0.72386,0.615471824,0.249967667,0.0920418,0.741507937,0.379524,0.6567744,0.5307928,0.653612,0.0272872,0.490768,0.1431336,0.3259296,0.49062,0.8322992,0.4668368,0.3755928,0.7525,0.607392869,0.571152475,0.905962459
2233,0.9253,0.033185,0.3193675,0.13305,0.94346,0.3173104,0.001461378,0.598533333,0.8278,0.3108,0.492387,0.59654584,0.5394,0.010891,0.888333333,0.1739,0.18375,0.332342778,0.783981327,0.85946,0.51418,0.806704667,0.7202,0.879032258,0.652453151,0.8112,0.343186373,0.48498998,0.818997996,0.778496994,0.67741483,0.1214135,0.3073125,0.633371763,0.7086,0.64516,0.6237,0.584591531,0.079358,0.199345,0.774844444,0.5103736,0.4965808,0.5545272,0.7147912,0.2146976,0.337888,0.2688472,0.3358904,0.52738,0.7822192,0.4894544,0.3074552,0.6521,0.382617802,0.329897148,0.692542049
