Sim_No.,1:V__TIMP.bsn,2:V__SFTMP.bsn,3:V__SMTMP.bsn,4:V__SMFMN.bsn,5:V__SMFMX.bsn,6:V__SNOCOVMX.bsn,7:V__SURLAG.bsn,8:V__ADJ_PKR.bsn,9:V__EVRCH.bsn,10:V__TRNSRCH.bsn,11:V__GW_DELAY.gw,12:V__GWQMN.gw,13:V__ALPHA_BF.gw,14:V__REVAPMN.gw,15:V__GW_REVAP.gw,16:V__RCHRG_DP.gw,17:V__GW_SPYLD.gw,18:V__LAT_TTIME.hru,19:V__OV_N.hru,20:V__SLSUBBSN.hru,21:R__HRU_SLP.hru,22:V__SLSOIL.hru,23:V__ESCO.hru,24:V__CH_N2.rte,25:V__CH_K2.rte,26:V__ALPHA_BNK.rte,27:R__CH_WDR.rte,28:R__CH_D.rte,29:R__CH_W2.rte,30:R__CH_L2.rte,31:R__CH_S2.rte,32:V__SOL_K(..).sol,33:V__SOL_BD(..).sol,34:V__ELEVB(..).sub,35:R__CH_L1.sub,36:R__CH_S1.sub,37:R__CH_W1.sub,38:V__CH_N1.sub,39:V__CH_K1.sub,40:V__PLAPS.sub,41:V__CN2.mgt,42:V__RAINHHMX(..).wgn,43:V__RAINHHMX(..).wgn,44:V__RAINHHMX(..).wgn,45:V__RAINHHMX(..).wgn,46:V__RAINHHMX(..).wgn,47:V__RAINHHMX(..).wgn,48:V__RAINHHMX(..).wgn,49:V__RAINHHMX(..).wgn,50:V__RAINHHMX(..).wgn,51:V__RAINHHMX(..).wgn,52:V__RAINHHMX(..).wgn,53:V__RAINHHMX(..).wgn,54:V__BIOMIX.mgt,NSE,bR?,D
2799,0.512,0.2149575,0.686715,0.03022,0.38539,0.3128216,0.247110647,0.383866667,0.542,0.5639,0.577487,0.80266988,0.4334,0.4087396,0.597222222,0.4336,0.14825,0.445649444,0.617872624,0.567885714,0.16928,0.658908,0.6582,0.991935484,0.513194536,0.5679,0.036573146,0.501523046,0.825651303,0.43248497,0.546312625,0.0844158,0.2258125,0.020637588,0.49974,0.66252,0.60882,0.322854285,0.391197,0.03511595,0.709212698,0.0539344,0.239548,0.5798904,0.8603128,0.4286136,0.6371784,0.4915176,0.4790352,0.692944,0.5512248,0.885112,0.2613672,0.4233,-0.385234,0.023661199,0.37765118
2800,0.8505,0.55348,0.6986325,0.272795,0.446645,0.5024232,0.4614238,0.4898,0.5936,0.5281,0.3145214,0.83355908,0.5509,0.1793644,0.763888889,0.0508,0.297,0.46993,0.544224742,0.449452857,0.39482,0.836927333,0.3545,0.50483871,0.419091018,0.7662,0.048977956,0.478296593,0.745991984,0.731342685,0.804629259,0.4549002,0.2436875,0.525144838,0.36778,0.15168,0.41178,0.875931977,0.322550667,0.10566855,0.551392063,0.4214872,0.3994632,0.3206352,0.8145688,0.0640128,0.5726896,0.503908,0.634072,0.684308,0.211148,0.981876,0.2746144,0.7902,-0.306387,0.033460524,0.3776242
2801,0.7153,0.471985,0.618,0.122015,0.80417,0.1907192,0.415482255,0.268066667,0.8986,0.5296,0.608408,0.44276812,0.6992,0.1620586,0.695555556,0.3164,0.4215,0.209933889,0.930876959,0.894544286,0.48436,0.670219333,0.7918,0.831290323,0.471670367,0.35,0.102064128,0.654268537,0.969058116,0.504769539,0.59743487,0.29263275,0.5388125,0.451205838,0.55376,0.33928,0.7792,0.501843948,0.226445667,0.35260265,0.987222222,0.419336,0.0441312,0.448828,0.9348464,0.1739056,0.5599696,0.007404,0.294372,0.5745016,0.241796,0.7429592,0.4539808,0.7895,0.065956,0.146970073,0.452718714
2802,0.751,0.0202925,0.91721,0.30792,0.7484,0.3388884,0.213649269,0.4532,0.9522,0.2246,0.6130598,0.83667626,0.7568,0.273813,0.885555556,0.3948,0.2585,0.408546111,0.650640213,0.578028571,0.49434,0.590770667,0.3973,0.796774194,0.58249135,0.6807,0.069839679,0.561663327,0.97993988,0.61743487,0.574028056,0.14533175,0.218375,0.02449785,0.74126,0.22432,0.66154,0.647712571,0.253577333,0.4584315,0.853271429,0.33636,0.151936,0.4950664,0.6939712,0.046392,0.8333064,0.0971552,0.3792248,0.95944,0.164292,0.777316,0.0896832,0.8882,0.614862,0.599532791,0.86517163
2803,0.6051,0.525105,0.9833925,0.470965,0.4489,0.7128782,0.052981211,0.413733333,0.484,0.1625,0.7014446,0.56179072,0.4415,0.2007766,0.522777778,0.5014,0.316,0.434191111,0.639403134,0.687809286,0.4222,0.629821333,0.618,0.590322581,0.632643947,0.7354,0.440601202,0.806232465,0.494488978,0.993887776,0.911162325,0.081265,0.24125,0.393598788,0.7606,0.51876,0.3885,0.668982994,0.088172333,0.56618455,0.818450794,0.0410272,0.1825512,0.5802096,0.3520112,0.5452352,0.5274296,0.3627832,0.4551616,0.5606216,0.1212664,0.9957448,0.15274,0.8646,0.535051,0.544789573,0.907956442
2804,0.6568,0.4779225,0.71182,0.07993,0.491455,0.607788,0.200638831,0.719866667,0.3856,0.2329,0.3569352,0.63773848,0.3159,0.5844376,0.933333333,0.2027,0.49675,0.335976111,0.96582861,0.583994286,0.44814,0.907489333,0.9852,0.78,0.695469491,0.9409,0.456973948,0.666933868,0.502985972,0.73008016,0.491523046,0.17815285,0.01125,0.577406925,0.44634,0.14178,0.95878,0.658956319,0.63767,0.08995455,0.505619048,0.3514192,0.596508,0.6159248,0.4355016,0.1104696,0.90874,0.1581984,0.3004128,0.547976,0.5556448,0.8551688,0.3588664,0.8948,0.475497,0.459493512,0.802671782
2805,0.5071,0.25719,0.703705,0.1071,0.534655,0.3934914,0.407248434,0.5074,0.7542,0.1016,0.66724,0.4671394,0.7676,0.26648,0.675,0.1145,0.2235,0.030146667,0.380386796,0.691090714,0.51002,0.686917333,0.7951,0.907419355,0.723242135,0.3772,0.424228457,0.474609218,0.867354709,0.505390782,0.588496994,0.17552715,0.3934375,0.310454563,0.83118,0.4074,0.5218,0.523117706,0.170548,0.06045075,0.975428571,0.1876184,0.5655672,0.6771512,0.464292,0.440148,0.8480968,0.4872872,0.7157608,0.39252,0.2541736,0.7565128,0.3911896,0.7408,-28.761299,0.114615808,0.357699244
2806,0.7963,0.08694,0.6836725,0.03221,0.950855,0.6632142,0.00411691,0.6662,0.7898,0.5929,0.44532,0.31269336,0.7327,0.0312384,0.825555556,0.2881,0.16625,0.513308333,0.455595198,0.554759286,0.5947,0.674528667,0.6619,0.75483871,0.398059239,0.4706,0.302224449,0.514448898,0.949138277,0.673747495,0.903166333,0.2624374,0.5135,0.5052496,0.69002,0.55808,0.7645,0.61246082,0.215658667,0.48601115,0.605590476,0.5785272,0.3825272,0.6557856,0.5845696,0.602264,0.686284,0.5625336,0.3257248,0.6290968,0.4784352,0.8958288,0.232488,0.695,-0.318381,0.026182547,0.373884238
2807,0.7274,0.56206,0.671755,0.09749,0.926355,0.6607446,0.402467641,0.6144,0.5856,0.1031,0.5514914,0.48697652,0.3097,0.018919,0.728888889,0.3732,0.07175,0.165464444,0.938989663,0.40739,0.43674,0.933074667,0.7313,0.589354839,0.529103218,0.6544,0.478096192,0.60757515,0.891523046,0.633066132,0.754769539,0.04398025,0.3894375,0.072008837,0.32236,0.68804,0.97166,0.733711237,0.164010333,0.43213465,0.948188889,0.0213584,0.035012,0.298632,0.6920512,0.0547216,0.7889336,0.2518784,0.459188,0.5880736,0.5229336,0.4920656,0.4417936,0.4121,-8.321531,0.215112247,0.549438309
2808,0.8113,0.116305,0.67201,0.156145,0.65426,0.5117524,0.53073904,0.528,0.7452,0.3732,0.4907438,0.61223364,0.4653,0.3307168,0.689444444,0.1943,0.224,0.545501111,0.834758253,0.520452857,0.33922,0.936306,0.8845,0.751935484,0.264318914,0.5361,0.006212425,0.821262525,0.803346693,0.663106212,0.685791583,0.0980694,0.437875,0.04082975,0.39326,0.36658,0.70106,0.538312771,0.491878333,0.1646762,0.879107937,0.4835656,0.0330576,0.0699896,0.4025536,0.3363424,0.8007664,0.3262184,0.449696,0.6571648,0.5058416,0.626968,0.1355184,0.7975,0.187143,0.212568697,0.547181069
2809,0.6276,0.5099275,0.8510275,0.31455,0.55271,0.7008052,0.108217119,0.665733333,0.478,0.3347,0.465022,0.34443274,0.6109,0.161472,0.913333333,0.3719,0.04275,0.248674444,0.834134712,0.542528571,0.56248,0.662678667,0.7709,0.89483871,0.605680286,0.8992,0.222745491,0.97242485,0.958977956,0.863707415,0.608517034,0.1450692,0.005375,0.318175113,0.85666,0.69554,0.68452,0.84918973,0.224484333,0.0880304,0.512638095,0.6074152,0.111876,0.3483784,0.793456,0.1441096,0.5860016,0.3186632,0.6288944,0.9545048,0.0596752,0.71932,0.29422,0.4608,0.140889,0.208570365,0.529727736
2810,0.495,0.522465,0.5781875,0.464005,0.953435,0.6966894,0.069444676,0.5708,0.5674,0.0249,0.4625592,0.3362145,0.668,0.1802444,0.505,0.1497,0.15425,0.54059,0.752060687,0.576536429,0.5813,0.518324,0.5263,0.623225806,0.204729105,0.4883,0.022304609,0.638176353,0.962164329,0.659358717,0.641462926,0.42417965,0.386,0.3160965,0.63446,0.44672,0.53682,0.50306102,0.138186333,0.4449624,0.537350794,0.5514832,0.521924,0.2648296,0.4815656,0.1870416,0.8131904,0.060288,0.449984,0.4566768,0.0125248,0.5844176,0.0276864,0.7526,-40.290405,0.037283258,0.232118165
2811,0.8534,0.3739925,0.95347,0.42225,0.419885,0.3849854,0.169832985,0.650466667,0.697,0.569,0.7066438,0.72615532,0.6226,0.0640902,0.875,0.1517,0.049,0.433918333,0.502407469,0.712868571,0.376,0.626320667,0.3601,0.819354839,0.276183076,0.428,0.262625251,0.728396794,0.963486974,0.898456914,0.352344689,0.34225825,0.58325,0.187222963,0.87506,0.6364,0.4789,0.399436479,0.317647333,0.63834065,0.441311111,0.4236384,0.1444448,0.1206928,0.372164,0.3827984,0.876496,0.219544,0.3777872,0.8181728,0.037868,0.4829248,0.426692,0.947,-0.283866,0.035575554,0.377171023
2812,0.9171,0.640915,0.682405,0.20983,0.79611,0.5658068,0.420263048,0.563333333,0.9148,0.1923,0.7238828,0.33423078,0.658,0.5334,0.478333333,0.4083,0.40225,0.454106667,0.384131377,0.781183571,0.42048,0.481965333,0.6423,0.509032258,0.609455211,0.3992,0.136653307,0.843166333,0.628877756,0.525430862,0.435490982,0.4656655,0.1665625,0.330646725,0.87782,0.1946,0.76818,0.760453484,0.099940333,0.45779015,0.768746032,0.451912,0.549608,0.5355656,0.5957656,0.1075856,0.8060912,0.4960512,0.4804736,0.422748,0.0528976,0.7268848,0.1967208,0.7746,-0.590915,0.228466753,0.668452684
2813,0.9148,0.5478725,0.9653875,0.00901,0.838345,0.3065106,0.35068476,0.626,0.6622,0.3156,0.5085304,0.29087256,0.7901,0.3295436,0.528888889,0.1416,0.4855,0.170921111,0.706812271,0.881716429,0.38542,0.752630667,0.5761,0.54516129,0.693312534,0.5968,0.203987976,0.749238477,0.919398798,0.737274549,0.713807615,0.45621305,0.2560625,0.308375975,0.73482,0.2,0.40412,0.393357786,0.459189667,0.09636845,0.995928571,0.4783416,0.2089328,0.0964576,0.6315928,0.3754296,0.6330368,0.6024232,0.6887232,0.5886904,0.4940536,0.5194872,0.5220712,0.9979,0.347875,0.495535154,0.8307064
2814,0.7268,0.4607675,0.8847525,0.17305,0.779025,0.267822,0.382818372,0.338733333,0.6624,0.3081,0.7468684,0.41329584,0.4753,0.5146276,0.521666667,0.0376,0.19825,0.283595,0.95708903,0.948838571,0.3606,0.753708,0.7539,0.438064516,0.440661987,0.7393,0.460140281,0.684068136,0.544689379,0.593026052,0.825891784,0.32965495,0.385125,0.160794988,0.71978,0.43682,0.64774,0.887175725,0.105170667,0.075844,0.631144444,0.3806144,0.0832144,0.5913704,0.6287136,0.3030224,0.7883416,0.275752,0.3519,0.8952832,0.0847248,0.8920464,0.3999328,0.6533,0.435479,0.327431898,0.703878916
2815,0.8499,0.4594475,0.870045,0.525975,0.68102,0.2774256,0.080334029,0.297466667,0.555,0.0771,0.7974912,0.82222354,0.5449,0.2506408,0.633333333,0.4415,0.3085,0.431735556,0.490860287,0.654397857,0.15046,0.960275333,0.6094,0.716129032,0.481916562,0.6633,0.263146293,0.616793587,0.982865731,0.707234469,0.757214429,0.18813045,0.069,0.20355485,0.61606,0.1937,0.78962,0.48027009,0.378775333,0.56810875,0.561501587,0.5696152,0.2187032,0.6596128,0.8910216,0.0938088,0.6093712,0.160616,0.8354176,0.8863384,0.0472984,0.9377496,0.0253024,0.7303,0.308982,0.264112783,0.730082146
2816,0.4921,0.44559,0.9405375,0.38613,0.584625,0.4678504,0.443632568,0.287133333,0.6764,0.0709,0.810626,0.54082006,0.7251,0.1113144,0.835555556,0.1688,0.04725,0.300782778,0.779836612,0.91841,0.61922,0.693380667,0.4611,0.548064516,0.621319174,0.4051,0.35240481,0.812284569,0.713046092,0.415891784,0.313567134,0.106209,0.4974375,0.577703863,0.62188,0.44222,0.89872,0.343521174,0.451671333,0.11112035,0.95155873,0.5490248,0.5694752,0.377716,0.9396448,0.6576904,0.478028,0.2394888,0.500896,0.4221304,0.1374744,0.9979512,0.397548,0.4688,-28.275181,0.110978023,0.330547974
2817,0.9765,0.112015,0.779775,0.356635,0.575275,0.326541,0.006772443,0.313466667,0.4682,0.5221,0.2833268,0.82477402,0.3942,0.0896088,0.845555556,0.2165,0.2955,0.333793889,0.940550183,0.476003571,0.41222,0.698498,0.8161,0.733225806,0.482725545,0.9789,0.255230461,0.626292585,0.760320641,0.999539078,0.893927856,0.18235395,0.5558125,0.574734375,0.4264,0.28644,0.80556,0.888086029,0.435980667,0.08514415,0.875738095,0.5560928,0.2320568,0.0986896,0.9089352,0.4443128,0.4286264,0.1455064,0.3585152,0.8163216,0.1250976,0.958552,0.1286304,0.4786,-0.143899,0.086034645,0.400241267
2818,0.6732,0.44658,0.5102325,0.13792,0.522405,0.3720892,0.224538622,0.544733333,0.7838,0.167,0.3604926,0.73352338,0.32,0.3533024,0.879444444,0.2937,0.23075,0.143093333,0.536108703,0.897825714,0.29844,0.766635333,0.7476,0.882580645,0.689537609,0.9723,0.500280561,0.607314629,0.55503006,0.574248497,0.916713427,0.29840925,0.5335625,0.054192212,0.6765,0.2012,0.65326,0.665945315,0.183950333,0.6393027,0.999860317,0.0591592,0.4391976,0.3091552,0.747072,0.5516424,0.8134864,0.0651224,0.3947576,0.7191616,0.082956,0.9279784,0.0117896,0.8971,-16.933598,0.163159675,0.411523802
2819,0.5671,0.286225,0.94992,0.273125,0.801915,0.3608394,0.436463466,0.307,0.9474,0.5869,0.4904702,0.31892788,0.5438,0.538973,0.747222222,0.0037,0.04225,0.124814444,0.679349783,0.852182857,0.29302,0.489506667,0.7127,0.556129032,0.453874323,0.6902,0.10496994,0.940501002,0.834408818,0.640581162,0.443787575,0.3616883,0.32025,0.240969763,0.85266,0.6049,0.5224,0.613371124,0.281036,0.0376815,0.964195238,0.222652,0.0356632,0.2861952,0.5106752,0.35076,0.4676744,0.4788256,0.814996,0.942784,0.38708,0.499,0.0502072,0.6212,-0.186998,0.083846034,0.405275968
2820,0.5636,0.0084125,0.5328,0.22607,0.445675,0.69422,0.05085595,0.712133333,0.642,0.2195,0.5493022,0.68279708,0.8107,0.0136394,0.506111111,0.1117,0.101,0.456289444,0.411593865,0.886191429,0.25766,0.751014667,0.5725,0.792580645,0.593276934,0.9572,0.474408818,0.674849699,0.697374749,0.90503006,0.697194389,0.5176541,0.0273125,0.449721125,0.39172,0.1787,0.99526,0.478749583,0.44023,0.19963175,0.534261905,0.2558424,0.1187152,0.2036032,0.7301184,0.4308568,0.7531392,0.44226,0.6924624,0.6133656,0.3859016,0.7914992,0.2083784,0.8656,0.267008,0.256752785,0.609013774
2821,0.606,0.20143,0.62383,0.16609,0.68779,0.6840676,0.308192067,0.3294,0.854,0.2401,0.8092576,0.51503184,0.5498,0.2629602,0.697222222,0.401,0.396,0.157552778,0.76423141,0.987321429,0.47722,0.831810667,0.4621,0.834516129,0.329032019,0.952,0.363747495,0.643707415,0.50246493,0.601783567,0.718737475,0.1466446,0.194625,0.088043788,0.31622,0.23182,0.78534,0.772914305,0.662840333,0.31636425,0.86422381,0.316692,0.3753616,0.5677728,0.657184,0.5711864,0.706696,0.323196,0.811544,0.6139824,0.2429752,0.591036,0.2981944,0.9693,0.723292,0.638810022,0.903571907
2822,0.4691,0.14996,0.93217,0.18564,0.4273,0.4609908,0.416012526,0.706466667,0.6978,0.1309,0.5788552,0.45013618,0.4488,0.5806244,0.883333333,0.1209,0.168,0.066431111,0.757679226,0.900510714,0.39882,0.757478667,0.6476,0.627741935,0.338199636,0.6669,0.016232465,0.970581162,0.619298597,0.498196393,0.828657315,0.33044265,0.41625,0.558402525,0.86984,0.3786,0.72896,0.428609537,0.621652667,0.2179113,0.822944444,0.3523408,0.591948,0.3952552,0.805292,0.5948952,0.8001744,0.49182,0.592652,0.7962728,0.4044672,0.8485496,0.061864,0.9722,-5.198633,0.224788072,0.600399619
2823,0.7539,0.582845,0.9955625,0.61048,0.89154,0.6678788,0.503386221,0.679133333,0.4242,0.3559,0.3656916,0.80465356,0.6729,0.0816892,0.466111111,0.3681,0.409,0.467475,0.754244748,0.535965,0.24768,0.463113333,0.4917,0.719354839,0.70248015,0.4116,0.47254509,0.946573146,0.609218437,0.815210421,0.345891784,0.01719825,0.5999375,0.100812363,0.34078,0.14208,0.49728,0.794488163,0.420617,0.46709025,0.59604127,0.0988032,0.4561336,0.3448704,0.6299936,0.3011,0.9208688,0.3588552,0.3659936,0.6947952,0.1471992,0.6556512,0.2036096,0.7494,-0.136461,0.078070348,0.389382415
2824,0.9785,0.49739,0.7432625,0.61611,0.67425,0.2958096,0.435665971,0.479,0.664,0.2058,0.7898294,0.81797276,0.2759,0.2919988,0.821666667,0.166,0.22625,0.271318333,0.412217406,0.689301429,0.59498,0.608814667,0.5353,0.540645161,0.310157397,0.8006,0.09757515,0.484629259,0.897094188,0.62242485,0.740601202,0.35985035,0.1816875,0.261161925,0.63692,0.25704,0.96584,0.730673558,0.281363,0.1088755,0.866750794,0.2699792,0.5215984,0.0492616,0.7038872,0.6176424,0.9785528,0.2325376,0.671752,0.9844232,0.2311872,0.4025504,0.1349888,0.8611,-0.323929,0.400152345,0.773338621
2825,0.61,0.25851,0.607095,0.18829,0.604935,0.3292848,0.031736952,0.502733333,0.5376,0.0115,0.5867906,0.4223642,0.55,0.5023082,0.679444444,0.2002,0.4955,0.379081667,0.479626542,0.872468571,0.6523,0.493277333,0.7486,0.958387097,0.688728625,0.8694,0.514529058,0.795931864,0.600460922,0.546392786,0.315410822,0.1899684,0.0251875,0.111205388,0.3466,0.32606,0.51352,0.41159053,0.399696,0.12939985,0.698822222,0.5253616,0.2776536,0.6006184,0.9399648,0.4609728,0.5197384,0.113776,0.3841152,0.517748,0.3470016,0.4280816,0.2905104,0.5025,-19.51239,0.127506876,0.38387552
2826,0.5971,0.593075,0.6712475,0.267495,0.77967,0.5765078,0.20143215,0.728133333,0.91,0.5684,0.4483302,0.52665074,0.651,0.5647852,0.573888889,0.114,0.086,0.232577778,0.992667556,0.766267143,0.5217,0.640863333,0.6998,0.7,0.20850403,0.8638,0.032084168,0.612064128,0.593807615,0.934128257,0.53246493,0.50321285,0.5329375,0.254629163,0.58352,0.36928,0.5552,0.507619206,0.154530667,0.1739763,0.582001587,0.1209296,0.2802592,0.2600464,0.6651808,0.4132352,0.5327544,0.3346792,0.3599536,0.6667264,0.5462144,0.6499776,0.3527728,0.9566,-0.207322,0.067566329,0.395228066
2827,0.6562,0.234425,0.904785,0.43153,0.476305,0.1775486,0.18576618,0.6136,0.4456,0.5009,0.7528884,0.7301227,0.2927,0.0992884,0.498888889,0.0939,0.023,0.28796,0.739889963,0.558339286,0.34378,0.841775333,0.7845,0.824516129,0.690885782,0.8848,0.069318637,0.681963928,0.663927856,0.399619238,0.778777555,0.2655882,0.0529375,0.415275663,0.49514,0.65922,0.70198,0.784764922,0.221215667,0.6293612,0.634795238,0.4811072,0.0099336,0.6765136,0.3443336,0.3065464,0.759056,0.5752256,0.6556448,0.628788,0.1233296,0.5289432,0.3209792,0.8722,-0.252483,0.06164942,0.392221234
2828,0.4518,0.08562,0.74732,0.14786,0.5195,0.5800748,0.394768267,0.703133333,0.9794,0.5502,0.5126348,0.34273242,0.6494,0.281146,0.537777778,0.5031,0.20475,0.348798889,0.905288429,0.751947857,0.15018,0.643018,0.9284,0.464193548,0.396171877,0.8573,0.48258517,0.998276553,0.931623246,0.655611222,0.352965932,0.000919,0.284125,0.098436813,0.58076,0.1835,0.6079,0.619449817,0.400023,0.46163845,0.741787302,0.0557784,0.6124672,0.0948632,0.9012576,0.2190808,0.4889736,0.5649512,0.7868072,0.7854776,0.253584,0.8668304,0.2812376,0.5337,-0.328355,0.038544267,0.38364936
2829,0.9511,0.20902,0.5880775,0.170395,0.86317,0.704921,0.369803758,0.303866667,0.8368,0.3654,0.729082,0.3920418,0.7295,0.3084246,0.490555556,0.0893,0.004,0.366804444,0.585105035,0.454225714,0.50402,0.588616,0.4871,0.469677419,0.273756325,0.3621,0.510581162,0.68012024,0.581603206,0.477234469,0.845270541,0.39660995,0.4301875,0.142681413,0.89532,0.49564,0.68912,0.355675225,0.331376667,0.484087,0.442433333,0.3569504,0.1376056,0.6733248,0.3887984,0.5618952,0.5490248,0.0339968,0.2983992,0.4427968,0.1563352,0.609948,0.508824,0.5143,0.236885,0.193940134,0.524492851
2830,0.792,0.09453,0.9433275,0.395075,0.802235,0.5131244,0.365022965,0.2874,0.7258,0.5678,0.7214202,0.73834096,0.4591,0.0664366,0.936666667,0.1512,0.17225,0.038058333,0.846928976,0.987022857,0.66228,0.655676,0.6429,0.815806452,0.348446031,0.3785,0.475450902,0.877194389,0.717835671,0.671563126,0.810480962,0.16134845,0.2501875,0.417948175,0.87814,0.52896,0.44732,0.73735912,0.66709,0.6360958,0.90522381,0.0308856,0.1236008,0.2794984,0.6543048,0.096052,0.987132,0.404788,0.5621624,0.8838712,0.1693016,0.3912032,0.2091728,0.598,-0.223912,0.075715476,0.401440485
2831,0.6539,0.5462225,0.911885,0.32217,0.69456,0.4014486,0.064400835,0.758266667,0.8172,0.2323,0.7991332,0.54592104,0.487,0.3213306,0.750555556,0.3314,0.24875,0.21921,0.7427009,0.702128571,0.55536,0.619048667,0.6014,0.552258065,0.327683846,0.8727,0.293246493,0.928897796,0.496873747,0.448757515,0.537695391,0.05317015,0.332625,0.354105288,0.87476,0.10786,0.59166,0.566572191,0.479129667,0.54822575,0.91168254,0.1980672,0.6505728,0.360496,0.7122048,0.3324976,0.764676,0.0663312,0.554972,0.9387736,0.5803992,0.7212112,0.312236,0.4618,0.599492,0.609077375,0.887744359
2832,0.525,0.20737,0.659585,0.23568,0.909915,0.4741614,0.435398747,0.384866667,0.926,0.0679,0.7337338,0.79615196,0.727,0.1922704,0.946666667,0.2527,0.4625,0.308148889,0.885001667,0.796099286,0.69992,0.773368667,0.6336,0.99,0.707064059,0.7655,0.403627255,0.605731463,0.531402806,0.557334669,0.401002004,0.1516334,0.051375,0.10823595,0.3773,0.54666,0.78594,0.858912971,0.254558,0.13068265,0.841196825,0.1913056,0.5235528,0.5132432,0.5407448,0.5093512,0.8117112,0.428964,0.6648488,0.6321808,0.148968,0.4353304,0.330252,0.4675,-6.087932,0.247049214,0.578313522
2833,0.5527,0.15062,0.8200925,0.241645,0.47888,0.344376,0.393173278,0.6252,0.6826,0.0974,0.3123324,0.78680014,0.4862,0.4917488,0.732222222,0.3477,0.1955,0.358892778,0.972380794,0.417234286,0.24056,0.992594,0.8031,0.993548387,0.370286594,0.7039,0.52747495,0.503106212,0.813707415,0.560781563,0.560180361,0.1907561,0.164375,0.027467288,0.70934,0.43982,0.67134,0.496982327,0.525221,0.1528105,0.865909524,0.1590376,0.17734,0.3302016,0.371524,0.2405464,0.967608,0.2026208,0.7879576,0.7074408,0.0823672,0.7722728,0.2282488,0.639,-1.595798,0.323879781,0.729729301
2834,0.5893,0.410945,0.9963225,0.409325,0.45277,0.5515386,0.088830898,0.655666667,0.6264,0.0634,0.3572088,0.76923018,0.3993,0.2412546,0.737777778,0.2921,0.15925,0.538680556,0.394431477,0.702427143,0.58786,0.512937333,0.7297,0.778709677,0.414776904,0.9448,0.264729459,0.685931864,0.726332665,0.585811623,0.470881764,0.39818535,0.412875,0.342524475,0.42946,0.22162,0.5506,0.446235412,0.077058333,0.2740327,0.567679365,0.2675208,0.6261456,0.110488,0.8004936,0.4882056,0.4667872,0.3778928,0.5569848,0.7771496,0.0797144,0.6799208,0.2221552,0.8312,-20.940859,0.079149658,0.317066853
2835,0.8753,0.585485,0.64716,0.312895,0.81062,0.635501,0.174346555,0.3096,0.558,0.332,0.6617672,0.44900264,0.5108,0.2661868,0.525555556,0.3989,0.13125,0.392176667,0.895301767,0.68423,0.35746,0.583498667,0.8726,0.879032258,0.647474051,0.6751,0.074869739,0.508897796,0.706953908,0.411823647,0.919478958,0.4373081,0.0279375,0.358262488,0.78576,0.47014,0.94224,0.780813605,0.658591,0.0883511,0.717636508,0.0484024,0.615724,0.6344208,0.7377952,0.4792352,0.4096936,0.0726776,0.7876704,0.6025704,0.2138,0.9519328,0.4314608,0.7221,0.345571,0.256508184,0.621534512
2836,0.5204,0.3941175,0.5748925,0.4027,0.751945,0.3218764,0.107954071,0.262866667,0.482,0.4254,0.4313646,0.68988174,0.2992,0.1001684,0.925,0.3128,0.011,0.475932222,0.799183061,0.855762857,0.47638,0.613932,0.7984,0.440645161,0.567661447,0.3851,0.509779559,0.842905812,0.649318637,0.941002004,0.612825651,0.02717585,0.294,0.264428313,0.43622,0.3957,0.42956,0.710006669,0.648457333,0.42700355,0.954647619,0.0490176,0.6394992,0.6009376,0.4495768,0.175828,0.517372,0.4643208,0.5446168,0.53718,0.24268,0.8258552,0.2968696,0.5171,0.156732,0.206925645,0.534551003
2837,0.538,0.580865,0.7057325,0.222095,0.37217,0.296084,0.462488518,0.2606,0.9384,0.4544,0.7361966,0.58361152,0.6821,0.4451112,0.972222222,0.298,0.10825,0.200931111,0.64003001,0.458700714,0.38428,0.773638,0.3904,0.904516129,0.641811764,0.4939,0.023106212,0.969258517,0.508557114,0.46252505,0.896392786,0.19154385,0.3749375,0.58245495,0.7738,0.15048,0.62108,0.763797933,0.021160667,0.2794845,0.781663492,0.5527128,0.5359288,0.3177648,0.8337616,0.040304,0.5144136,0.3522064,0.6050208,0.8129288,0.1224456,0.8665152,0.0631888,0.9346,-0.099382,0.112335862,0.423217147
2838,0.8323,0.3436375,0.5695675,0.153165,0.33703,0.2524564,0.077411273,0.426666667,0.3836,0.4042,0.3347706,0.47535762,0.4518,0.3148776,0.536666667,0.4756,0.115,0.117175556,0.947729243,0.414847857,0.50232,0.855510667,0.5858,0.425483871,0.586266275,0.8858,0.273707415,0.952905812,0.493967936,0.448436874,0.873907816,0.3960848,0.0319375,0.0895285,0.50404,0.69974,0.49452,0.767139046,0.028352,0.5806158,0.660630159,0.4279416,0.1832024,0.4957048,0.9230104,0.6640984,0.6226832,0.532012,0.402236,0.46192,0.2252936,0.6433584,0.4203328,0.6425,0.167192,0.223331396,0.550659236
2839,0.9704,0.650155,0.8165425,0.296325,0.91991,0.2354444,0.255874739,0.571066667,0.8244,0.2353,0.276486,0.79020084,0.3695,0.5108144,0.712777778,0.3966,0.2025,0.104626111,0.547969323,0.4056,0.45014,0.882981333,0.5535,0.846129032,0.531799564,0.933,0.278456914,0.560340681,0.602304609,0.729458918,0.33757515,0.3349063,0.4033125,0.2059304,0.91588,0.3822,0.8641,0.34291097,0.398388667,0.158583,0.625809524,0.2776624,0.3581,0.292892,0.735876,0.43342,0.712908,0.350696,0.7755896,0.7321168,0.294252,0.5680272,0.1789696,0.7561,0.462117,0.493579917,0.876069206
